first,avgTail
0.00043827300004295466,0.0001457364285711842
0.0003489629999648969,0.00015952757142814435
0.00036723499999880005,0.00014334117460409275
0.0004115990000173042,0.0001371138571429915
0.0003514979999863499,0.00016718139682592346
0.0003407419999348349,0.00015316631745896476
0.0004334709999511688,0.00016952655555686516
0.00044786400007978955,0.00016124155555579428
0.0003275100000337261,0.00015746833333282883
0.00030928299997867725,0.00012541958730368592
0.00037522399998124456,0.00013021638095244906
0.0003971660000843258,0.00015387260317304083
0.00036040700001649384,0.0001698301428563903
0.00043325199999344477,0.00014926558730174236
0.0003902460000517749,0.0001529237619042616
0.00032780700007606356,0.0001831854444447792
0.0002964620000511786,0.00016247725396905955
0.0005535660000077769,0.0001543975238111295
0.0003529570001319371,0.00018166574603215157
0.0003949450001528021,0.00018098528571427447
0.00036265100015953067,0.00016537052381084192
0.0003849700001410383,0.00015588993650569123
0.00030683800014230656,0.00015015760317553593
0.0002851190001820214,0.0001560075714310404
0.000303614000131347,0.00017069369841053793
0.0003272439998909249,0.00015444519047175872
0.0004134880000492558,0.00013386571428118115
0.00036167700000078185,0.00014683850793603814
0.00030779200005781604,0.0001964220158740881
0.0003773690000343777,0.00017657733333036293
0.0003634249997048755,0.00015703373015813193
0.00032416800013379543,0.00015327719047346608
