first,avgTail
0.0026421790000199508,0.001900902873015884
0.0026145790000100533,0.0019026563492071358
0.0024766580000914473,0.0018685048412696653
0.002617918000055397,0.0019217525873013333
0.0024483559999453064,0.0019216998253951383
0.0024449960000083593,0.0018971295396820803
0.002600682000093002,0.0019104144603171148
0.0026555110000572313,0.0018986789523819786
0.0025535340000715223,0.001921284460317948
0.002559064999786642,0.00190756412698575
0.0025095829998917907,0.001926772285716854
0.0025986900000134483,0.0018838265396836852
0.002558030000045619,0.00189058706349435
0.002485554000031698,0.0018817191111129288
0.0025959739998597797,0.0019084188730154157
0.0025011380000705685,0.0019333062698406716
0.0024906950000058714,0.0018799108253937274
0.002552517999902193,0.001902096111110488
0.0026523230001203046,0.0019631232222229937
0.002549503999944136,0.0018789173968257057
0.0024287960000037856,0.0018808358095265291
0.0025888790000863082,0.0019125215079341053
0.0025546379999923374,0.0019225483333323767
0.002676083000096696,0.0018693826031743637
0.002521085999887873,0.0018729039523797896
0.0025606389999666135,0.0018790940476171114
0.002553648999764846,0.00196267855555619
0.0025918249998539977,0.0018943155396805701
0.00258341200014911,0.001965674587305936
0.0025621580002734845,0.001930111587301196
0.0027009609998458473,0.001899338444442066
0.002533294999921054,0.0019236074920641725
