first,avgTail
0.010719119999976101,0.011509975063492876
0.01029141199978767,0.011066382523812724
0.010481667000021844,0.011141292222216888
0.01067573300042568,0.011400218555565285
0.009772699000677676,0.01131624131744863
0.010072373999719275,0.011007318158734715
0.010316781000256015,0.01097318785714234
0.010220136000498314,0.011129128142856066
0.009882753000056255,0.011003675793651224
0.00980475399956049,0.0110421346031823
0.010656401999767695,0.011424923603174517
0.010002861999964807,0.011261931603171217
0.010213085999566829,0.011136288000006827
0.010350719000598474,0.011033909444449819
0.009961144999579119,0.011355009714284351
0.0097161989997403,0.010965730206350152
0.009768953999810037,0.011073627174598172
0.010089508999953978,0.011057678936493984
0.010621802999594365,0.011311965047622965
0.010566259001279832,0.011258849619047223
0.010339443999328068,0.01108008633332608
0.010296703998392331,0.011144380460315179
0.009978971000236925,0.011000095031733277
0.00978029199904995,0.011094329000000486
0.010299853998731123,0.011042252793650112
0.010171731000809814,0.011039931206329446
0.010363182998844422,0.0113157264285768
0.009767597999598365,0.011191056730153616
0.010191037999902619,0.011032030111112232
0.010005674999774783,0.011288655190467595
0.010166927999307518,0.011043832380978745
0.010007536999182776,0.01106273987300353
