min(strided_conv2d),max(strided_conv2d),avg(strided_conv2d),std(strided_conv2d)
8.512200020049931e-05,0.0002222260000053211,0.0001048739687661282,3.3109389821092755e-05
6.286600000748876e-05,0.0001761980001901975,7.232671873680374e-05,2.118654505215541e-05
8.82449999153323e-05,0.00022831900014352868,0.00010624024992011982,2.609397089365975e-05
