strided_conv2d
0.0002222260000053211
0.00016858900016814005
0.00014438499965763185
0.00010428699988551671
0.0001114269998652162
0.000182694999693922
0.0001681749999988824
9.559900036038016e-05
9.146900038103922e-05
9.157300019069226e-05
9.10410003598372e-05
8.512200020049931e-05
8.678399990458274e-05
8.667199972478556e-05
9.241599991582916e-05
8.934700008467189e-05
8.931899992603576e-05
8.899500016923412e-05
8.898899977793917e-05
8.906299990485422e-05
8.908800009521656e-05
8.91730001058022e-05
9.05619999684859e-05
9.217700016961317e-05
9.15000000532018e-05
9.26709999475861e-05
9.567100005369866e-05
9.254499991584453e-05
9.192600009555463e-05
8.566299993617577e-05
8.806200003164122e-05
8.875599996827077e-05
0.0001761980001901975
0.00010075699992739828
9.400400040249224e-05
9.418800027560792e-05
6.821699980719131e-05
6.659399969066726e-05
6.556400012414088e-05
8.538700012650224e-05
6.549799991262262e-05
6.634900000790367e-05
6.455699985963292e-05
8.200399997804197e-05
6.376600003932253e-05
6.372000007104361e-05
6.348499982777867e-05
6.499599976450554e-05
6.487800010290812e-05
6.484499999714899e-05
6.460599979618564e-05
6.411899994418491e-05
6.439299977500923e-05
6.300999984887312e-05
6.49089997750707e-05
6.408100034605013e-05
6.286600000748876e-05
6.463199997597258e-05
6.331500026135473e-05
6.549899990204722e-05
6.603100018764962e-05
6.452999969042139e-05
6.31180000709719e-05
6.433899989133351e-05
0.00022831900014352868
0.0001297280000471801
0.0001250919999620237
9.57709999056533e-05
0.00011091399983342853
9.733500019137864e-05
0.00011604699966483167
0.00012533300014183624
0.00012103600010959781
0.0001225800001520838
0.00012346099993010284
0.00013531399963540025
0.0001060099998539954
9.59979997787741e-05
9.376499974678154e-05
9.287299963034457e-05
9.054499969352037e-05
9.258299996872665e-05
9.286900012739352e-05
8.839099973556586e-05
8.82449999153323e-05
8.975399987320998e-05
8.920799973566318e-05
9.085300007427577e-05
9.21299997571623e-05
9.401400029673823e-05
9.25099998312362e-05
8.910599990485935e-05
0.00010293400009686593
9.816300007514656e-05
9.46109998949396e-05
9.419599973625736e-05
