first,avgTail,first,avgTail
1.1703999916790053e-05,8.35233072527236e-06,0.00018824700237018988,0.00018332772407403494
1.1273998097749427e-05,8.073109586815642e-06,0.00018210999769507907,0.000183586567519162
1.123300171457231e-05,7.671236790775425e-06,0.00018108400035998784,0.00018345494911949689
1.2860997230745852e-05,8.49436594686132e-06,0.0001964900002349168,0.00018330333659476864
1.0596999345580116e-05,7.63425831669311e-06,0.0001812009977584239,0.00018326696868886335
1.3615001080324873e-05,9.576630141686761e-06,0.00018040600116364658,0.00018367447553226658
9.87699968391098e-06,7.168990215869828e-06,0.00017947699961951002,0.00018344720156307227
1.0665997251635417e-05,7.335197656593557e-06,0.0002196970017394051,0.00018313755577291387
1.0286999895470217e-05,7.393694718365162e-06,0.00018163399727200158,0.00018300285517935662
1.0094001481775194e-05,7.220273977270853e-06,0.0001909200000227429,0.0001837543679033693
1.148999945144169e-05,8.080825832416805e-06,0.0003963550007028971,0.0002456326634103
9.784998837858438e-06,7.114917804886188e-06,0.00019939899721066467,0.00018290993737754205
1.1699998140102252e-05,7.666268101970824e-06,0.00018144700152333826,0.00018285779451919263
9.162002243101597e-06,6.895060663534339e-06,0.0001891229985631071,0.0001855424344443389
1.064400203176774e-05,7.435064581714921e-06,0.0001886589998321142,0.00018226057143091157
1.095100014936179e-05,7.833788646583276e-06,0.00018250499852001667,0.00018317377299103163
9.915998816723004e-06,6.994731899568676e-06,0.0001876679998531472,0.00018219543836118723
1.0635994840413332e-05,7.62777298940856e-06,0.0001917529953061603,0.00018340483561970125
9.959003364201635e-06,7.096624267611055e-06,0.00018120800086762756,0.000183746788640841
9.318006050307304e-06,6.88359685836327e-06,0.00019108799460809678,0.00018362591584810417
1.1178002750966698e-05,7.866700586531158e-06,0.00018945599731523544,0.000183082514684219
9.392002539243549e-06,6.88440703837941e-06,0.00021189299877732992,0.00018301932289266918
2.2008993255440146e-05,6.821602737848189e-06,0.0001950879959622398,0.0001829388434400667
9.545001375954598e-06,6.8267827925095495e-06,0.00018109799566445872,0.0001844154226901456
9.278002835344523e-06,6.824608605378717e-06,0.00018755999917630106,0.00018328144618571114
9.567003871779889e-06,7.164500978499206e-06,0.00027797399525297806,0.0002620057651535936
9.611998393666e-06,6.9892681110376915e-06,0.00018063699826598167,0.0001827795068455911
9.510004019830376e-06,6.848982394168995e-06,0.00018274300236953422,0.0001841302641851731
9.26399661693722e-06,6.832487285665716e-06,0.00018219499906990677,0.00018346530722828725
9.889001375995576e-06,7.0914383608585405e-06,0.00019502000213833526,0.00018297765361156073
1.0498995834495872e-05,7.648532293188348e-06,0.00018245000683236867,0.00018477774951745958
9.805997251532972e-06,7.057530333770078e-06,0.00018212400027550757,0.0001835602896293505
