first(relu_act),avgTail(relu_act),first(leaky_relu_act),avgTail(leaky_relu_act),first(tanh_act),avgTail(tanh_act),first(sigmoid_act),avgTail(sigmoid_act),first(scalar_mult),avgTail(scalar_mult),first(small_dense),avgTail(small_dense),first(big_dense),avgTail(big_dense),first(simple_conv2d),avgTail(simple_conv2d),first(strided_conv2d),avgTail(strided_conv2d),first(dilated_conv2d),avgTail(dilated_conv2d),first(small_conv2d),avgTail(small_conv2d),first(big_conv2d),avgTail(big_conv2d),first(many_conv2d),avgTail(many_conv2d),first(few_conv2d),avgTail(few_conv2d)
0.0002669649984454736,0.00019335587106859926,8.515999070368707e-06,2.4838137586653113e-06,0.0002243529997940641,0.0003138122607447323,0.0006331910008157138,0.00028019520057329274,0.00028600100267794915,0.00019223693982407152,0.00023897700157249346,0.000281742968482938,0.000535040999238845,0.00027280393697064236,0.010675719000573736,0.010473778318044783,0.0023340320003626402,0.0033629505071706635,0.010318618999008322,0.010171850544412938,0.010588730001472868,0.010460205647568546,0.010362814002291998,0.01003030375072362,0.3653314630028035,0.3663864673037258,0.005026396000175737,0.005094237512894532
0.000260730001173215,0.00022486412607001296,8.347000402864069e-06,2.373409743372746e-06,0.0002922550011135172,0.00019009675644054597,0.00022346500190906227,0.00018800321776192385,0.00023228300051414408,0.00018387906876526756,0.00028120700153522193,0.00019001818625129663,0.00024573400150984526,0.0002446431805210236,0.010662824999599252,0.010423658828080194,0.0023521660004917067,0.0033878249455522548,0.010286149998137262,0.010375303429803934,0.010595240000839112,0.01034895996275851,0.010286389002430951,0.010382114257880307,0.36995554600071046,0.3663265231060198,0.004949832997226622,0.005111448977074691
0.00035523000042303465,0.00019762468768032214,8.995997632155195e-06,2.6059742204052394e-06,0.00023218500064103864,0.00025108480801586363,0.00039803199979360215,0.00024121834671221218,0.0002536710017011501,0.0002049991833799943,0.00030463999792118557,0.0002629774527176934,0.00046275000204332173,0.00035805170486868297,0.010593762002827134,0.010384110234952818,0.002622715001052711,0.003317585361033697,0.010269132999383146,0.010381584068762193,0.01062294999792357,0.010750104395417416,0.010277474000758957,0.010585105381084203,0.3700443109992193,0.3664470749627436,0.0050179479985672515,0.004674423667622255
0.00021887600087211467,0.00018858669054184782,9.37600270844996e-06,2.8406332350698937e-06,0.0002449989988235757,0.00018985470486531316,0.0002762570002232678,0.00018767365329306143,0.0003333220010972582,0.00018694168195002687,0.0002655770003912039,0.00019205814612274495,0.00028421800016076304,0.00024671252149111863,0.010657218997948803,0.010405523828080276,0.002299834999575978,0.003329600979947454,0.010396147998108063,0.010130295954145746,0.010622859001159668,0.010395071902573355,0.010174178998568095,0.010333001148998057,0.3660705020010937,0.3665495547851043,0.004970265999872936,0.004696525446985122
0.000291501000901917,0.00022570478223838956,2.3286000214284286e-05,7.307988537370726e-06,0.00041494200195302255,0.00020816766475015427,0.00028363900128169917,0.00018789026360687956,0.00028547200054163113,0.00018377468767927834,0.00029498500225599855,0.00018911564469645682,0.0002752719992713537,0.0002862882464246846,0.01060539199897903,0.010431354762181986,0.002393142000073567,0.0033679520114632535,0.010391735999291996,0.010108112300860641,0.01059585899929516,0.010348240796558827,0.010222975997749018,0.01023222307736839,0.3681107759985025,0.36663693563610406,0.004901798998616869,0.0047337858022911475
0.00026083099874085747,0.00018435277937777023,8.282000635517761e-06,2.4865214885706163e-06,0.00030465999952866696,0.0001882305186256709,0.00026065600104629993,0.00019345118623843315,0.00027331799719831906,0.00019458305443789513,0.00021034200108260848,0.00018815427793119501,0.00026660900039132684,0.00024187415759436076,0.011146618002385367,0.01046247185672981,0.002275856000778731,0.003543688607452848,0.010330127999623073,0.010085456088826345,0.010912157998973271,0.010427305736384448,0.010335440998460399,0.009978098653291167,0.36567932899924926,0.36646568545271335,0.004946052002196666,0.004688021120343696
0.0003402209986234084,0.00021919008309345488,8.438000804744661e-06,2.4501461307031173e-06,0.00025708799876156263,0.0002483619828126393,0.00023765000150888227,0.00021494894555876937,0.0002557299994805362,0.00020107874785380486,0.00022035300207789987,0.00019356802865271762,0.00028060800104867667,0.00024638438967707364,0.010659933999704663,0.010424936309456491,0.0024503919994458556,0.002142003160462892,0.010407771998870885,0.01049830987105509,0.010615497998514911,0.010352678037245884,0.010310886998922797,0.010622087389680296,0.3664908489990921,0.3665696102378201,0.004984150997188408,0.004692792595986842
0.00022056400121073239,0.0001866825501372628,8.703002094989643e-06,2.392441261393608e-06,0.0002532959988457151,0.00018814569627275733,0.00021779899907414801,0.00018859302292867792,0.00023267800133908167,0.00018458867908914423,0.0002124090024153702,0.00018867764183622652,0.00025987200206145644,0.00024937057879863153,0.010507844999665394,0.010493500919768755,0.002379329001996666,0.003134446169054076,0.010383802000433207,0.010514732636106874,0.010570258000370814,0.010404905389685332,0.010173520000535063,0.010020661595987405,0.36592409999866504,0.36642181503151455,0.004884136000327999,0.005246989446988878
0.0003493309995974414,0.00018827203151844656,8.245002391049638e-06,2.3773323809914824e-06,0.0002960519996122457,0.00019017789399000833,0.0002125409992004279,0.0001875799398241834,0.00022410500241676345,0.00018294069627765232,0.00021793600171804428,0.00018939114039849536,0.00023672799943597056,0.00023626019484752103,0.010445127001730725,0.010440998134671668,0.0024435409977741074,0.0033838781203467025,0.010352606001106324,0.010283065404013525,0.010516043999814428,0.010470655189104826,0.01019744099903619,0.010305398257876987,0.3662596729991492,0.3665937212607446,0.004910330000711838,0.00468159965615355
0.0002950609996332787,0.0001874467793654118,8.455997885903344e-06,2.3770200568624906e-06,0.00027119800142827444,0.00019013818624355353,0.00026433200036990456,0.00018898642979769763,0.0002824910006893333,0.00018526362464529726,0.00019867100127157755,0.000191369358161471,0.00024630899861222133,0.0002483829054437754,0.010651221000443911,0.010411192845267292,0.0024330489977728575,0.003361021851000218,0.010351175002142554,0.01011586728367401,0.010670283001672942,0.010339630819489529,0.010245785000734031,0.010015762495700894,0.365621810000448,0.36661619133810536,0.004801535000297008,0.005089872501430937
0.0003080829992541112,0.00019250536103329933,8.350998541573063e-06,2.3788424132206347e-06,0.00025145000108750537,0.0001878533696337639,0.00021629800176015124,0.00018768440114376255,0.00021732599998358637,0.00018335452721835138,0.0002190689992858097,0.00018908740401556208,0.00027725200197892264,0.00023406198853735257,0.010488102001545485,0.01062437100573623,0.0024115109990816563,0.0033420363065970455,0.01036695600123494,0.010327198690539916,0.010631744997226633,0.010375093659025785,0.010318216001905967,0.010004259888255365,0.3655782710011408,0.3663931772206287,0.004900397998426342,0.004754696272206102
