relu_act,leaky_relu_act,tanh_act,sigmoid_act,scalar_mult,small_dense,big_dense,simple_conv2d,strided_conv2d,dilated_conv2d,small_conv2d,big_conv2d,many_conv2d,few_conv2d
1.4600000213249587e-06,1.6879998838703614e-06,1.2989999049750622e-06,1.3839999155607074e-06,1.3849999049853068e-06,1.3660001059179194e-06,2.172999984395574e-06,6.630400002904935e-05,-4.6500008465955034e-07,3.8485999994009035e-05,-9.353099994768854e-05,-0.00027580800019677554,0.0011523680000209424,6.562400017173786e-05
1.3200001376389991e-06,1.597999698788044e-06,1.2840002909797477e-06,1.356000211671926e-06,1.4879999525874155e-06,1.3759997727902373e-06,2.1749999632447725e-06,5.943099995420198e-05,3.142500008834759e-05,-7.531099981861189e-05,8.54100001106417e-05,-1.2364999975034152e-05,0.001106130999914967,6.538499997077452e-05
1.4270001429395052e-06,1.7429997569706757e-06,1.2859998150815954e-06,1.3740002486883895e-06,1.3100000160193304e-06,1.4319998626888264e-06,2.2580002223548945e-06,5.836399986947072e-05,1.815200016608287e-05,0.00012149400026828516,6.289299972195295e-05,-8.506600011060073e-05,0.0013961069998913445,-0.00014371799966284016
1.3490000583260553e-06,1.6090000372059876e-06,1.2539999261207413e-06,1.3169999419915257e-06,1.3270000636111945e-06,1.374000021314714e-06,2.3129998680815334e-06,-0.0003066609999677894,1.7853999906947138e-05,5.522799983737059e-05,7.400000004054164e-05,-0.0006469350003044383,0.0011906380000255012,4.4182999999975436e-05
1.3910000689065782e-06,1.6970000160654308e-06,1.275999920835602e-06,1.3520000265998533e-06,1.3320002381078666e-06,1.4360000477608992e-06,2.2059998627810273e-06,-0.0034069739999722515,1.8096999838235206e-05,5.4391000276154955e-05,-9.361100001115119e-05,-0.0006716259999848262,0.001315982000051008,0.00016337100009877759
3.1979998311726376e-06,3.879000132656074e-06,3.130999857603456e-06,3.2720001854613656e-06,3.167999921060982e-06,3.7259999317029724e-06,4.890000127488747e-06,5.951199977971555e-05,7.138699993447517e-05,-1.621700016585237e-05,7.43669997973484e-05,-0.000261850000015329,0.0011190459999852465,7.591000030515715e-05
1.607000058356789e-06,1.911000026666443e-06,1.6170001799764577e-06,1.6809997305244906e-06,1.5069999790284783e-06,1.6440001218143152e-06,2.748000042629428e-06,4.4875999719806714e-05,4.1617000078986166e-05,3.656999979284592e-06,4.872999988947413e-05,4.1819999751169235e-05,0.0010651210000105493,0.00019520399996508786
1.4450001799559686e-06,1.8159998944611289e-06,1.35699997372285e-06,1.4559998362528859e-06,1.3879998732591048e-06,1.6579999737587059e-06,2.421000090180314e-06,5.7927000170820975e-05,-1.9062999854213558e-05,3.826200008916203e-05,9.7483999979886e-05,3.854399983538315e-05,0.0010670410001694108,6.839000002401008e-05
1.3630001376441214e-06,1.6950000372162322e-06,1.4419999843084952e-06,1.528999973743339e-06,1.359999941996648e-06,1.5180000900727464e-06,2.2210001588973682e-06,-0.0002982619998874725,5.402200008575164e-05,-1.3207999927544734e-05,-5.149997832631925e-07,9.657999999035383e-05,0.001316846000008809,3.0338999749801587e-05
1.3989997569296975e-06,1.8319997252547182e-06,1.2960001640749397e-06,1.452000105928164e-06,1.3439998838293832e-06,1.3380001746554626e-06,2.257000232930295e-06,9.202299997923546e-05,1.8560999933470157e-05,3.843500007860712e-05,0.00013557400006902753,0.0003885240000727208,0.001184295000257407,0.00022825099972578755
1.4060001376492437e-06,1.6670001059537753e-06,1.421999968442833e-06,1.4510001165035646e-06,1.2501999890446314e-05,1.7699999261822086e-06,2.4250000478787115e-06,4.269300006853882e-05,1.7613000181881944e-05,0.00011452700005065708,3.265800000917807e-05,0.00011039200012419315,0.00118248799981302,3.609700002016325e-05
1.3519997992261779e-06,1.6970000160654308e-06,1.3679998573934427e-06,1.5900000107649248e-06,1.4620000001741573e-06,1.7479999314673478e-06,2.3850000161473872e-06,0.00020394900002429495,1.806199975362688e-05,6.529200004479208e-05,0.00010981600007653469,0.0007144350001908606,0.001167389999864099,2.1645999822794693e-05
1.3349999790079892e-06,1.7559998468641425e-06,1.3920000583311776e-06,1.4620000001741573e-06,1.2660000265896088e-06,1.5800001165189315e-06,2.290999645992997e-06,4.31539999681263e-05,1.8932000102722668e-05,8.683199985171086e-05,5.129000010128948e-05,0.0006050220001725393,0.0010864460002721898,3.977499977736443e-05
1.3899998521083035e-06,1.717000031931093e-06,1.314999963142327e-06,1.4980000742070843e-06,1.297999915550463e-06,1.4629997622250812e-06,2.3870002223702613e-06,9.920699994836468e-05,1.8110000155502348e-05,1.5567999980703462e-05,3.0235999929573154e-05,0.0001010080002288305,0.0009239659998456773,1.6155999901457108e-05
1.348000068901456e-06,1.857000142990728e-06,1.4380000266100978e-06,1.440000232832972e-06,1.3319997833605157e-06,1.5130001429497497e-06,2.1290002223395277e-06,3.3770999834814575e-05,2.0022999933644314e-05,3.837400004158553e-05,7.248599990816729e-05,0.0004558579998956702,0.0009733499998674233,4.513799990490952e-05
1.374000021314714e-06,1.7390000266459538e-06,1.2789998891094e-06,1.478999820392346e-06,1.3310000213095918e-06,7.694000260016765e-06,2.217000201198971e-06,2.639800004544668e-05,3.3239998629142065e-06,7.7539998528664e-06,6.984100014051364e-05,4.607000005307782e-05,0.0010554270002103294,9.1232999920976e-05
1.4680001640954288e-06,1.8069999896397348e-06,1.3739997939410387e-06,1.4849999843136175e-06,1.3250000847619958e-06,1.562000079502468e-06,2.3650002276554005e-06,3.7080000083733466e-05,1.8388999933449668e-05,3.814000001511886e-05,3.86130000151752e-05,3.583300008358492e-05,0.0012287609999930282,-0.00016224199976022646
1.3809999472869094e-06,1.5649998204025906e-06,1.4189997727953596e-06,1.5929999790387228e-06,1.3880001006327802e-06,1.401999952577171e-06,2.5130000267381547e-06,3.6546000046655536e-05,1.7810000372264767e-05,6.925299999238632e-05,-5.768200003331003e-05,6.192399996507447e-05,0.0010404330000710615,1.4344999954118975e-05
1.3940000371803762e-06,1.6530000266357092e-06,1.3750000107393134e-06,1.526000005469541e-06,1.359000179945724e-06,1.45800004247576e-06,5.706000138161471e-06,0.00036305200023889483,1.9885000028807553e-05,3.828099988822942e-05,7.453399985024589e-05,3.025199998774042e-05,0.0010907680000400433,2.8940999754922814e-05
1.4180000107444357e-06,1.79099993147247e-06,1.3229998785391217e-06,1.4439999631576939e-06,1.2919997516291915e-06,1.503000021330081e-06,2.2429999262385536e-06,1.5441999948961893e-05,1.8547000081525766e-05,6.821500005571579e-05,-4.3533000052775606e-05,3.338700025778962e-05,0.0005280929999571526,-0.000145937000070262
1.4059999102755683e-06,1.773999883880606e-06,1.5219998203974683e-06,1.3940000371803762e-06,1.311999994868529e-06,1.5879998045420507e-06,2.1579999156529084e-06,3.788599997278652e-05,4.967999984728522e-06,2.7680000584950903e-06,0.00012150899988228048,-7.162899987633864e-05,0.0007755090000500786,2.862900009859004e-05
1.4559998362528859e-06,1.6330002381437225e-06,1.4810000266152201e-06,1.5679997886763886e-06,1.3189999208407244e-06,1.463999979023356e-06,2.350999920963659e-06,-0.00013148300013199332,1.926400000229478e-05,3.7866000184294535e-05,4.9914000101125566e-05,4.782499991051736e-05,0.0009549339999921358,2.8341999950498575e-05
1.3839999155607074e-06,1.711000095383497e-06,1.3370001852308633e-06,1.598000153535395e-06,1.3219998891145224e-06,1.511000164100551e-06,2.232999804618885e-06,7.509500028390903e-05,1.9312999938847497e-05,5.34999981027795e-06,4.345999991528515e-05,1.1104000350314891e-05,0.0011589140001433407,2.8121000013925368e-05
1.3579999631474493e-06,1.728000142975361e-06,1.4140000530460384e-06,1.4959998679842101e-06,1.3159999525669264e-06,1.475999852118548e-06,2.0989998574805213e-06,1.3465999927575467e-05,1.9855999880746822e-05,3.789800007325539e-05,-7.764500014673104e-05,8.274000015262573e-05,0.0011416830002417555,0.0001803569998628518
1.4110000847722404e-06,1.8560001535661286e-06,1.3370001852308633e-06,1.4839999948890181e-06,1.3409999155555852e-06,1.4760000794922234e-06,2.2639997041551396e-06,6.673799998679897e-05,3.1620002118870616e-06,6.994799991844047e-05,1.4224000096874079e-05,-0.0006431090000660333,0.0011808290000772104,0.00018855400003303657
1.3789999684377108e-06,1.793999899746268e-06,1.3799999578623101e-06,1.5959997199388454e-06,1.348000068901456e-06,1.4350000583362998e-06,2.2599997464567423e-06,4.295299982004508e-05,2.9499999527615728e-06,3.831200001513935e-05,6.872800008750346e-05,-0.00018721800006460398,0.001132348000055572,0.00018499199995858362
1.3379999472817872e-06,1.725999936752487e-06,1.3999999737279722e-06,1.4560002910002368e-06,1.2530001640698174e-06,1.4290001217887038e-06,2.3839997993491124e-06,4.943200019624783e-05,4.2100000428035855e-06,6.784799984416168e-05,4.776300033881853e-05,0.000580778999847098,0.0010629669998252211,1.3232000128482468e-05
1.427999904990429e-06,1.6500000583619112e-06,1.3789999684377108e-06,1.5609998627041932e-06,1.2479999895731453e-06,1.3529997886507772e-06,2.252999820484547e-06,0.00010266699996464013,4.127000011067139e-06,3.938000008929521e-05,1.9698999949468998e-05,0.0003195580000010523,0.001079736000065168,-0.0001276459997825441
1.3530000160244526e-06,1.7390000266459538e-06,1.3470000794768566e-06,1.4509998891298892e-06,1.3470000794768566e-06,1.523000037195743e-06,2.1790001483168453e-06,8.560600008422625e-05,3.2661999966876465e-05,3.8494000136779505e-05,8.949800007940212e-05,0.000758260000111477,0.0011033549999410752,-0.00012561100015773263
1.3609999314212473e-06,1.7260001641261624e-06,1.419000000169035e-06,1.3869998838345055e-06,1.3249998573883204e-06,1.371000053040916e-06,2.460000132487039e-06,3.9818999994167825e-05,3.6259998523746617e-06,8.99499991646735e-06,-2.1167000113564427e-05,8.186200011550682e-05,0.0010762780000277417,3.195299996150425e-05
1.4039999314263696e-06,1.731999873300083e-06,1.359999941996648e-06,1.4750000900676241e-06,1.3240000953373965e-06,1.4090001059230417e-06,2.3129998680815334e-06,6.635000090682297e-06,1.7670000033831457e-05,3.798099987761816e-05,0.00010464399997545115,-0.0006795960000545165,0.0010548319996814826,-0.00012964300003659446
1.3260000741865952e-06,1.7069999103114242e-06,1.4289998944150284e-06,1.5510001958318753e-06,1.3430001217784593e-06,1.4289998944150284e-06,2.235000010841759e-06,2.4127999722622917e-05,1.8188000012742123e-05,4.1516000010233256e-05,-2.2730000637238845e-06,-0.0004942920002122264,0.0010742629997366748,0.0001906569998482155
1.4050001482246444e-06,1.7889999526232714e-06,6.0220002069399925e-06,1.4879999525874155e-06,1.3409999155555852e-06,1.5180000900727464e-06,2.3830000372981885e-06,6.214299992279848e-05,1.769699974829564e-05,3.854999977193074e-05,0.00013965199991616828,-9.066899997378641e-05,0.0012271829998553585,2.8095999823563034e-05
1.4400000054592965e-06,1.7159998151328182e-06,1.4439999631576939e-06,1.4380002539837733e-06,1.2590001006174134e-06,1.4429999737330945e-06,2.176999942093971e-06,7.937700002003112e-05,2.5083000082304352e-05,3.9913999898999464e-05,6.990001111262245e-07,0.00018991100000675942,0.0012041919999319362,-0.00011896700016222894
1.3769999895885121e-06,1.764999979059212e-06,1.371000053040916e-06,1.4539998574036872e-06,1.3859998944099061e-06,1.4539998574036872e-06,2.1960001959087094e-06,8.068899978752597e-05,1.909200000227429e-05,3.669700004138576e-05,0.0001082620001398027,-0.0009160390000033658,0.0012382510001316405,-0.00015619600003446976
1.35699997372285e-06,1.7509998997411458e-06,1.4170000213198364e-06,1.4500001270789653e-06,1.2740001693600789e-06,1.4090001059230417e-06,2.336000079594669e-06,4.2067999856953975e-05,1.9985000108135864e-05,3.7825999925189535e-05,0.00011039500009246694,-5.120099990563176e-05,0.00106034999998883,-0.0001288559999466088
1.4469999314314919e-06,1.7549998574395431e-06,1.4720001217938261e-06,1.4110000847722404e-06,1.2750001587846782e-06,1.311999994868529e-06,2.1540001853281865e-06,5.030800002714386e-05,3.17569999879197e-05,3.447800008871127e-05,-8.076899985098862e-05,2.8750999945259537e-05,0.0011172110000643443,4.540899999483372e-05
