first(relu_act),avgTail(relu_act),first(leaky_relu_act),avgTail(leaky_relu_act),first(tanh_act),avgTail(tanh_act),first(sigmoid_act),avgTail(sigmoid_act),first(scalar_mult),avgTail(scalar_mult),first(small_dense),avgTail(small_dense),first(big_dense),avgTail(big_dense),first(simple_conv2d),avgTail(simple_conv2d),first(strided_conv2d),avgTail(strided_conv2d),first(dilated_conv2d),avgTail(dilated_conv2d),first(small_conv2d),avgTail(small_conv2d),first(big_conv2d),avgTail(big_conv2d),first(many_conv2d),avgTail(many_conv2d),first(few_conv2d),avgTail(few_conv2d)
7.783999990351731e-06,2.153888873282186e-06,5.737000037697726e-06,2.5997777963008653e-06,5.596999926638091e-06,6.2887777656012786e-06,7.044000085443258e-06,4.250333328551885e-06,5.7750000905798515e-06,2.2565555405486116e-06,6.391999932020553e-06,2.3712222324926793e-06,1.4684000007036957e-05,1.0491888891313769e-05,0.001011528999924849,0.0009344210000108433,0.00014122499987934134,9.278266667125636e-05,0.001304441999991468,0.0012446708888849873,0.001059904999920036,0.0013251349999892329,0.00295674499989218,0.002717933888890103,0.011151306000101613,0.005486379333332379,0.001060619000099905,0.001038891444447169
5.686000122295809e-06,2.2251111254768653e-06,6.376999863277888e-06,2.688555544712775e-06,5.410000085248612e-06,2.333222230138037e-06,7.756000059089274e-06,4.220111097513129e-06,5.5580001117050415e-06,2.2403333383004388e-06,6.771000016669859e-06,2.3677777739471317e-06,1.5245999975377345e-05,1.0630666666757963e-05,0.0009561970000504516,0.0009101457777786789,0.00016673300001457392,8.997266665270824e-05,0.0012020939998365066,0.0011652246666674021,0.0009653780000462575,0.0009250468888997906,0.0030891330000031303,0.0026425126666759346,0.005251753999800712,0.0053553297777853,0.0010452699998495518,0.0009923584444398632
