first,avgTail
0.06631075600034819,0.06415572965079985
0.0644850859998769,0.06382388195237985
0.06832653599940386,0.06495628419046597
0.06471630099986214,0.06492467695238341
0.065659167999911,0.06409832661904061
0.06631141199977719,0.06391140557142146
0.06567612800063216,0.06376469961905391
0.06636647699997411,0.06393773117460591
0.06415202100015449,0.06384355707935659
0.06458953299988934,0.06389209358730157
0.06438608600001317,0.0637264327142908
0.06461180099995545,0.06383373076191458
0.06469389800076897,0.06385989292062905
0.0656913610000629,0.06375583106350065
0.06572571899960167,0.06377923080952545
0.0645618939997803,0.06386972904760663
0.06540862600013497,0.06379490063493053
0.06499648399949365,0.0638570038571353
0.06504529499943601,0.0638352186984227
0.06557541099937225,0.06396723415874143
0.06485644399981538,0.06383221430158821
0.06469920900053694,0.06368599790476721
0.06556819999968866,0.0638283690634905
0.06444123399978707,0.06375185522222362
0.06486295200011227,0.06385533599999661
0.06469585499962704,0.06374418874603426
0.06451352500062058,0.0637495979682561
0.0652145770000061,0.06372152149205726
0.06458468299933884,0.06378469730158925
0.06633321099980094,0.06369584712698155
0.06617395200009923,0.06384442812698883
0.06446572500044567,0.06389898652381067
