min,max,avg,std
1.5922000329737784e-05,0.001250165999863384,5.519490618155487e-05,0.00021463388393063034
9.954000233847182e-06,4.1291999878012575e-05,1.1472343828700104e-05,5.520553475696363e-06
1.0048000149254221e-05,5.2302999392850325e-05,1.1941750045707522e-05,7.408173960940379e-06
