first,avgTail
0.0020326690000729286,0.002333158968256265
0.0020381780000207073,0.001745950222220205
0.0020066110000698245,0.001581869000000595
0.002335330999812868,0.0022038002380935407
0.002416571000139811,0.0019261435555520058
0.0022967499999140273,0.002056590841271423
0.002375124000081996,0.00265366595237812
0.0023007519998827775,0.0021869197936457423
0.0020708900001409347,0.0018009045396837112
0.0020503499999904307,0.001900808222209947
0.0022587820003536763,0.0016044272380953308
0.00228000399965822,0.002517431936500962
0.002024299000368046,0.001943282142862685
0.0022479119998024544,0.0027341444920672246
0.0020927320001646876,0.0020746073174623667
0.0024375100001634564,0.0025257361587339095
0.0020871789993179846,0.0018150629841243028
0.0027987479998046183,0.00246461471428957
0.0020499169995673583,0.0024015877619142033
0.0022221620001801057,0.0020187216666546727
0.0020043659997099894,0.001997922333329269
0.001977846000045247,0.0020530892381054673
0.0019654779998745653,0.0017211599047547521
0.0020073100004083244,0.0019994960952432832
0.0021084609998069936,0.0020741386349202784
0.0021273020001899567,0.001788420206356109
0.0022385570000551525,0.0026637787460270968
0.0023209420005514403,0.0017999174285813794
0.0019885100000465172,0.0020832466984251775
0.002218720999735524,0.0022206968095281536
0.0022785490000387654,0.0026352442063586157
0.002270098000735743,0.002479331761909028
