first,avgTail
0.0012092130000382895,0.00046874958730219827
0.0010873480000554991,0.00047016211110819734
0.000926748999972915,0.00047367060317680753
0.0009314349999840488,0.00046863150793710487
0.0009213110001837777,0.0004647335238096564
0.0009221239997714292,0.00046378504761638136
0.0009215400000357477,0.00047340423809203905
0.0010343320000174572,0.0004723067301624507
0.0009576139996170241,0.0004713400793705313
0.000918022999940149,0.0004646841269869395
0.0009373930001856934,0.00047629755555958367
0.0009236089999831165,0.0004729027301537927
0.0009315029997196689,0.0004719013174638219
0.0009152799998446426,0.00046870971428934207
0.0009228840003743244,0.0004709394603153106
0.0009649379999245866,0.0004691909206384379
0.0009313719997408043,0.0004701786031777345
0.0009299190001001989,0.0004706205555550465
0.0009245249998457439,0.0004742412222243267
0.0009218489999511803,0.0004698109047629779
0.0009700329997031076,0.0004725009523806673
0.0009209159998135874,0.0004706687460268782
0.0009166170002572471,0.0004605446666674753
0.0009268779999729304,0.0004678041111060699
0.00092414499977167,0.00047161642857053454
0.0009235679999619606,0.00046307115872690387
0.0009304650002377457,0.0004692586666683455
0.0009299650000684778,0.0004666454920620059
0.0009061509999810369,0.00047234249206436316
0.0009286109998356551,0.0004673673015892587
0.0009243550002793199,0.0004665780158705145
0.0009315769998465839,0.0004601687142851352
