min,max,avg,std
4.817999979422893e-06,1.951100011865492e-05,5.557562445801523e-06,2.5639751740394373e-06
2.1050000214017928e-06,9.307999789598398e-06,2.4573125187998812e-06,1.2494192945881906e-06
2.1340001694625244e-06,9.829999726207461e-06,2.5003437542636675e-06,1.3381367253073091e-06
