first,avgTail,first,avgTail,first,avgTail
0.0001990550008486025,0.00018748977299320142,0.00021235299936961383,0.0002072597162409844,0.00028856200151494704,0.00026183436594690685
0.0001979549997486174,0.00018379423288225676,0.00019447700105956756,0.0001991605459894245,0.0002756159992713947,0.0002445998864988008
0.00018134299898520112,0.00018323961448415553,0.00019306300237076357,0.00019968245009448126,0.0002600879997771699,0.00023641318199196294
0.00018101699970429763,0.0001833379686864297,0.00019722499928320758,0.00019617845205237693,0.00023850599973229691,0.0002386517240708569
0.00018235699826618657,0.00018313834442406913,0.00019973899907199666,0.00019884849706152774,0.00023559699911857024,0.00023783112524650033
0.0001810570029192604,0.00018427891585078964,0.00019779300055233762,0.00019759412720155175,0.00028558399935718626,0.00023869357925197045
0.00018815500152413733,0.00018367094716269965,0.00020182799926260486,0.00019663309980380448,0.000261377001152141,0.00023607669863280332
0.0001986660026886966,0.00018519724657658376,0.00020864399994025007,0.00019885868297502766,0.00026000700017903,0.0002775461291624352
0.00018181999985245056,0.00018290414872675873,0.0002005460009968374,0.000196996045009203,0.0002508289981051348,0.0002342509119399507
0.00018140400061383843,0.00018395458316998174,0.0001944760006153956,0.0001975940156558532,0.00023825800235499628,0.00022990353815805452
0.00018784499843604863,0.00018362617808159024,0.00023784899894963019,0.00019773628180010477,0.000281928001641063,0.00023557622309147887
0.000183099000423681,0.00018501566340709414,0.0002023920023930259,0.00019865084931091725,0.00024395700165769085,0.00024081187475459703
0.00018234299932373688,0.00018275359099518523,0.0002047039997705724,0.00019375650488854425,0.00028545999884954654,0.00023539425635372274
0.00018496899792808108,0.0001837343698626734,0.0003480039995338302,0.00036835729354476953,0.0002545749994169455,0.00025026751467727994
0.0002794089996314142,0.0003059282172232645,0.00034335500095039606,0.0003362346281778316,0.00025732700305525213,0.00025027534051076325
0.00018045599790639244,0.0001833635772949307,0.00019329499991727062,0.00019753833659667133,0.00024731799931032583,0.0002337563405107409
0.0002719589974731207,0.0002604655146747695,0.0002042520027316641,0.00019923262035119013,0.0002306809983565472,0.00023194842074341376
0.00018205300148110837,0.00018358271820297548,0.0001985929993679747,0.0001972277162411139,0.0003273389957030304,0.00023381662036011126
0.00019590900046750903,0.0001841175264182023,0.00020750799740199,0.0001972061271933928,0.00023831900034565479,0.00023139321331311575
0.00019257800158811733,0.00018485326809116498,0.0001933410021592863,0.00019813382582852448,0.0003388639961485751,0.00023652339725103137
0.0002702900019357912,0.0002624634716264747,0.00021761599782621488,0.00021016869081219353,0.00028365900652715936,0.0002693190254491331
0.00018057400302495807,0.00018330087475813543,0.00020119399414397776,0.00019938234441607022,0.00026923299446934834,0.0002563346868826062
0.00019311399955768138,0.00018299754012791612,0.0001996549981413409,0.00021819291976822719,0.00025038999592652544,0.00023293799021358304
0.00019082799553871155,0.0001832401996078389,0.00019282200082670897,0.00019810239923047176,0.00022634399647358805,0.00023536547162597853
0.0001804429994081147,0.00018367146966473605,0.0001969639997696504,0.00019896265166073968,0.00023486700229113922,0.00023651677299709627
0.00019380499725230038,0.0001881028982421562,0.00021087599452584982,0.0002152254227049915,0.0002787409976008348,0.0002708305577303733
0.00019896000594599172,0.00018477007631534153,0.00019310099742142484,0.00019794651077068804,0.0002499000038369559,0.00023603832094650808
0.00018256199837196618,0.00018323879648711252,0.00020730699907289818,0.00021067000392160549,0.0002615019984659739,0.0002699779060701366
0.00018320199887966737,0.00018312587671473062,0.00021175000438233837,0.00019975681604116738,0.00027519799914443865,0.00025009717025662863
0.0001818329983507283,0.00018475156555299916,0.00019327599875396118,0.00019638572407236192,0.0002393789982306771,0.00023530390020869965
0.00018125600036000833,0.00018570327984602893,0.00019351200171513483,0.00019806119764677964,0.00026894300390267745,0.00023924042662120846
0.00019376099953660741,0.000183528340500784,0.0002530839992687106,0.00019742583561189282,0.0002394600014667958,0.000240334636001978
