time,time,time
0.004333951001171954,0.0035948759996244917,0.003574622000087402
0.001501721000749967,0.0015249870011757594,0.0016735270000935998
0.001525769999716431,0.0015782570008013863,0.0016552800007048063
0.0015025080010673264,0.0015344439998443704,0.0016238930002145935
0.0014887170000292826,0.0015182669994828757,0.001610052999239997
0.0015017519999673823,0.0015418479997606482,0.001683087000856176
0.0014838340011920081,0.0015243899997585686,0.0016200230002141325
0.001504773999840836,0.0015390100015792996,0.0016552079996472457
0.001503957999375416,0.0015223680002236506,0.001660934998653829
0.0014962459990783827,0.001495718999649398,0.0017049300004146062
0.0015010639999673003,0.0015075480005179998,0.0016919780009629903
0.0014567609996447572,0.001477878999139648,0.0016481840011692839
0.0014713119999214541,0.0014991780008131173,0.0016359959990950301
0.0014816200000495883,0.001482564999605529,0.001602555999852484
0.0014646399995399406,0.0015067310014273971,0.001585358000738779
0.0014445540000451729,0.001495565000368515,0.0016323660001944518
0.0014600350004911888,0.0015069069995661266,0.0015626840013283072
0.0014995250003266847,0.001508211998952902,0.00157115900037752
0.0014990119998401497,0.001551845998619683,0.001571274000525591
0.0014306419998320052,0.0015595120003126794,0.0016108070012705866
0.0014606360000470886,0.0015084049991855863,0.0018314099997951416
0.0014944670001568738,0.001481690000218805,0.0015885019984125393
0.0014724550001119496,0.0014981709991843672,0.0015809320011612726
0.0015038799992908025,0.0016471259987156373,0.0016300300012517255
0.0015014589989732485,0.0015015210010460578,0.0016023199987102998
0.0016428580001957016,0.0015495989991904935,0.0016469759993924526
0.0014960000007704366,0.0015917269993224181,0.0015746270000818186
0.0014701230011269217,0.0015837970004213275,0.0016174410011444706
0.0014913800005160738,0.0015283170014299685,0.0016492430004291236
0.0014822909997747047,0.001578020999659202,0.0016097900006570853
0.0015219020006043138,0.0015703769986430416,0.0015789230001246324
0.0015886689998296788,0.0015536979990429245,0.0017079190001823008
0.0014913729992258595,0.001584351999554201,0.0016272850007226225
0.0015031039984023664,0.0018575169997347984,0.001654642001085449
0.0017107250005210517,0.0020900599993183278,0.0016388160001952201
0.0017612569990888005,0.0019444949994067429,0.0018605519999255193
0.0016072720009105979,0.0019049910006287973,0.0016260889988188865
0.0015496189989789855,0.002043242000581813,0.0016686939998180605
0.0015047990000311984,0.002521506999983103,0.0016481790007674135
0.0015660230001230957,0.0025914929992723046,0.001677693000601721
0.0015967960007401416,0.001943328999914229,0.0017697049988782965
0.0015830319989618147,0.002035407000221312,0.0017364900013490114
0.0016480390004289802,0.002221049000581843,0.0017843030000221916
0.001732520000587101,0.0022994680002739187,0.0017724520002957433
0.0016916229997150367,0.0025678559995867545,0.0019203829997422872
0.0017542750010761665,0.0018969390002894215,0.002161713999157655
0.0017857059992820723,0.0019613690001278883,0.0026634090008883504
0.0018284669986314839,0.0018619090005813632,0.0028139140013081487
0.0017912200000864686,0.001994480999201187,0.0024439119988528546
0.0018254440001328476,0.0021135740007593995,0.0019531989983079256
0.0028494170001067687,0.002040893999947002,0.0019792750008491566
0.0024599549997219583,0.0020601859996531857,0.001976920000743121
0.00181177999911597,0.0018796809999912512,0.0019421760007389821
0.002132313000402064,0.0018536669995228294,0.0019439879997662501
0.0025539739999658195,0.0020255140007066075,0.0019458489987300709
0.002291236998644308,0.002141188000678085,0.002129513999534538
0.0018361750007898081,0.002044380000370438,0.001989532000152394
0.0022793629996158415,0.002196121000451967,0.001944524001373793
0.0019257230014773086,0.0023253439994732616,0.0019372509996173903
0.001817493000999093,0.0018783970008371398,0.0019339379996381467
0.0018256140010635136,0.0018975920011143899,0.001949901999978465
0.0023084450003807433,0.001957567999852472,0.00207331400088151
0.0020314169996709097,0.001885884999865084,0.001944300000104704
0.002131875000486616,0.0018438900006003678,0.002056011000604485
0.0018366090007475577,0.002237775001049158,0.0019453919994703028
0.0019876770002156263,0.002200393999373773,0.0022465029996965313
0.0018468850012141047,0.0025391449999006,0.003138734999083681
0.001960366000275826,0.0018717500006459886,0.0031952680001268163
0.0018341009999858215,0.002435073000015109,0.0025617259998398367
0.0018721500000538072,0.0018780209993565222,0.0022275510000326904
0.001805940999474842,0.0019090249988948926,0.0024387580015172716
0.001823157001126674,0.0018390250006632414,0.0019611600000644103
0.0018309240003873128,0.0022230249996937346,0.0019418559986661421
0.002164290999644436,0.0019437499995547114,0.0019521809990692418
0.0027923820016440004,0.0018939639994641766,0.0019347620000189636
0.0018193289997725515,0.0018667010008357465,0.0019482539992168313
0.001832027999626007,0.0018639490008354187,0.001938746001542313
0.0018298360009794123,0.0018570070005807793,0.0019091999984084396
0.0018218169989268063,0.002854205999028636,0.0022770979994675145
0.0019147960010741372,0.0026306609997845953,0.002300533000379801
0.0018203069994342513,0.0024633249995531514,0.001939644998856238
0.0021482230004039593,0.002560482998887892,0.0020806940010515973
0.0028386440008034697,0.0019020710005861474,0.0019388569999136962
0.002951157001007232,0.00223040399941965,0.0022217860005184775
0.0020508819998212857,0.0018861259995901491,0.0028946670008735964
0.0018285839996678988,0.0018881119995057816,0.002288539000801393
0.0018508440007281024,0.0019070519992965274,0.0021102150003571296
0.0018183650008722907,0.0018521329984650947,0.0032775840008980595
0.0019485739994706819,0.0018699850006669294,0.0032245149996015243
0.001818624999941676,0.0027829589998873416,0.0024427789994660998
0.0018574770001578145,0.002350298998862854,0.0021927739999227924
0.0018382430007477524,0.002103294000335154,0.0023046529986459063
0.0019044170003326144,0.0019121620007354068,0.00326900999971258
0.0024990980000438867,0.0018531199984863633,0.0031154379994404735
0.0018403249996481463,0.0020369480007502716,0.003297290999398683
0.0019455130004644161,0.0018794829993566964,0.0024752120007178746
0.0018323529984627385,0.0020240840003680205,0.002589440999145154
0.0018405170012556482,0.0025137430002359906,0.0029280380003910977
0.0018057920005958294,0.00249481500031834,0.0022749360014131526
0.002284260999658727,0.0018730419997154968,0.0027959670005657244
0.002637999999933527,0.002893176999350544,0.00351206000050297
0.0024446349998470396,0.0031623099985154113,0.0030128029993647942
0.0020017779988847906,0.0021172430006117793,0.00242717699984496
0.002487702000507852,0.0021487400008481927,0.0023504620003222954
0.0026680109986045863,0.0018735000012384262,0.0022823910003353376
0.0018786649998219218,0.0020973180016881088,0.0021582059998763725
0.0019467480015009642,0.001875818999906187,0.0022317240000120364
0.001821268000639975,0.002048723999905633,0.002394377001110115
0.002685164001377416,0.0018922929994005244,0.002370571000938071
0.0022069010010454804,0.0026882199999818113,0.0027993180010525975
0.001813091001167777,0.002061239998511155,0.002179905999582843
0.0018661849990166957,0.0021567429994320264,0.0024985309992189286
0.0018163570002798224,0.002005804000873468,0.002333974000066519
0.0018389840006420854,0.0018734119985310826,0.0027207549992454005
0.0023944719996507047,0.0019069320005655754,0.00331449500117742
0.0019992170000477927,0.0019091609992756275,0.0025577149990567705
0.0018303749984625028,0.0018631149996508611,0.003241233000153443
0.0018496699995012023,0.001844778000304359,0.0026369759998488007
0.0018379260000074282,0.0018885310000769095,0.002371844000663259
0.0018110580003849464,0.0021000370015826775,0.0024715759991522646
0.0021038220002083108,0.0020759110011567827,0.003300079000837286
0.0018338340014452115,0.001893090999146807,0.0025298559994553216
0.0020541550002235454,0.001913047999551054,0.002299116000358481
0.001854824000474764,0.002304236999407294,0.0024114199986797757
0.0026396539997222135,0.001975770999706583,0.002726738999626832
0.002877067001463729,0.0018307979989913292,0.0028257529993425123
0.0023381629998766584,0.0019025840010726824,0.0032924859988270327
0.0018321150000701891,0.0022793930002080742,0.0026782090008055093
0.001842226998633123,0.0022496460005640984,0.0024864169990905793
0.0018466710007487563,0.001970675000848132,0.0022135509989311686
0.0018179620001319563,0.002047559000857291,0.0028980839997529984
0.0021201719991950085,0.0018595330002426635,0.002688793998459005
0.0027827679987240117,0.001993153000512393,0.0024913190009101527
0.002363949000937282,0.0018779049987642793,0.0024397659999522148
0.0018836349991033785,0.001973439000721555,0.002719342999625951
0.0024018849999265512,0.001867998000307125,0.0027493600009620422
0.002026485999522265,0.0018860219988710014,0.0030159499983710703
0.0018498259996704292,0.0018871650008804863,0.0030187970005499665
0.0018743249984254362,0.0018725789996096864,0.0028981840005144477
0.0018639529989741277,0.0018607439997140318,0.0027391439998609712
0.001827415999287041,0.0019054019994655391,0.0024322159988514613
0.0018191859999205917,0.0025548909998178715,0.002731463999225525
0.0018626670007506618,0.0023193510005512508,0.0030442469997069566
0.002098283999657724,0.0018866420014092,0.0028634469999815337
0.0018456880006851861,0.0018693139991228236,0.003224341999157332
0.0018624469994392712,0.0018534169994381955,0.002890402000048198
0.0018580960004328517,0.0018819029992300784,0.002796345999740879
0.0018727139995462494,0.001870877000328619,0.002776249000817188
0.0018409570002404507,0.0019006030015589204,0.0023905930011096643
0.0020340780010883464,0.002285272999870358,0.0033636989992373856
0.0018549340002209647,0.002337152998734382,0.002745185998719535
0.0025140099987766007,0.00191705399993225,0.0023349259990936844
0.002881428001273889,0.0018986380000569625,0.002411775998552912
0.0021409000000858214,0.0018783380000968464,0.002516054000807344
0.002030642001045635,0.0019141510001645656,0.002592157999970368
0.001845258000685135,0.0018770679998851847,0.003019001000211574
0.0018781279995891964,0.0018842569988919422,0.0026642230004654266
0.0020335219996923115,0.002319453999007237,0.0026021949997812044
0.0021412139994936297,0.0019255099996371428,0.0027219499988859752
0.0019213759987906087,0.0024075420005829073,0.0027968489994236734
0.002033766999375075,0.0022536430005857255,0.003111263000391773
0.002199578999352525,0.0029779779997625155,0.0033008260015776614
0.0018700300006457837,0.0026961730000039097,0.0030978489994595293
0.00195571600124822,0.0019053470005019335,0.0027014979987143306
0.0018617299992911285,0.0018873410008382052,0.0029978090005897684
0.0020301969998399727,0.0018633679992490215,0.002819315999659011
