first,avgTail
0.00035592599988376605,4.818577777797824e-05
0.0003579360000003362,4.86889523869202e-05
0.0003641869998318725,4.936901586916065e-05
0.00036036299979969044,4.906177778211136e-05
0.00039703099992038915,4.917268254050416e-05
0.00036262599996916833,4.936501586815298e-05
0.00039974399987841025,4.8383000000559686e-05
0.00036183200018058415,4.8852126982392435e-05
0.00035916600018026656,4.871704762384373e-05
0.0003600120003284246,4.812528571179312e-05
0.0003573770000002696,4.9103571431231334e-05
0.000363244000254781,4.832661904531831e-05
0.0003578309997465112,4.978865079840669e-05
0.00035717199989449,4.871234920308722e-05
0.00035951600011685514,4.858858730066069e-05
0.00036114699969402864,4.918925396706318e-05
0.0003585079998629226,4.873317460344027e-05
0.00035758800004259683,4.897201587381359e-05
0.0003590840001379547,4.939517460419059e-05
0.00035847199978888966,4.851709523531359e-05
0.0003573730000425712,4.86774603150335e-05
0.0003598140001486172,4.83034285689572e-05
0.00035941099986303016,4.877987302034088e-05
0.0003594989998418896,4.898471428936723e-05
0.00035704699985217303,4.939166666868943e-05
0.00036013699991599424,4.9106603174074e-05
0.0003954860003432259,4.81443809500585e-05
0.0003602490000957914,4.93577460315825e-05
0.00036194899985275697,4.804282540019827e-05
0.00036252199970476795,4.867726984085739e-05
0.0003853640000670566,4.8348238095290044e-05
0.00035865099971488235,4.9016793654450414e-05
