first,avgTail,first,avgTail,first,avgTail
0.1799592040006246,0.18007929874755513,0.1977785919989401,0.19985472588257713,0.24312116900182446,0.2429542834090025
0.17994545599867706,0.1802729370861078,0.20457286199962255,0.20005038646183926,0.24311847400167608,0.2420886954324877
0.1799706839992723,0.18019291395303264,0.19807706299980055,0.2000573852778862,0.23870626999996603,0.24246036415459354
0.17991222700220533,0.18029798240312686,0.1978800679971755,0.20006026774364494,0.24320427399652544,0.24292510562622516
0.18005532899769605,0.18040654088845134,0.19795477000297979,0.2000202426692778,0.24188286400021752,0.24197960526027687
0.1799610220004979,0.18032674378864505,0.19918214800054557,0.1998963309178057,0.24169626599905314,0.2424510255870857
0.18163873099911143,0.18023205260469552,0.20398165600272478,0.19968540379061203,0.239491228996485,0.24242158274560072
0.18071289700310444,0.1802966440958905,0.19837364699924365,0.2000146172583127,0.24659472900020774,0.24223201762622124
0.17999589499959257,0.18027993996281544,0.20404600099936943,0.19987458326418278,0.24023502999989432,0.2420137361311164
0.181557725998573,0.18027790520547976,0.19838665499992203,0.2002622330293565,0.2417411539972818,0.2424175823933489
0.1800439210019249,0.1803992204207431,0.2034808950011211,0.19988911770841306,0.24226555900168023,0.24163003865361718
0.17990447700140066,0.1804189650097846,0.19847874499828322,0.1999134709863002,0.2375969989989244,0.24257342957142797
0.1840891690007993,0.18186614088844805,0.19785629300167784,0.19995677147944627,0.24791848599852528,0.24242790710371398
0.17991926099784905,0.18024767864188074,0.19845854700179189,0.2000198957612512,0.24204142400049022,0.24176124143640168
0.1800846010009991,0.18019579523483217,0.19851515300251776,0.20029949810567318,0.2423320669986424,0.24219559482974415
0.18020435300059034,0.18021087647553558,0.20128757400016184,0.199945485469668,0.24218975999974646,0.24196435585714274
0.18008606500006863,0.18028415485714291,0.1981237690015405,0.19990787372211372,0.24601302199880593,0.2427308060567534
0.18088252600136911,0.18024530089236482,0.19982847400387982,0.20008865166341028,0.24189784300688189,0.24251256589432052
0.18015765399468364,0.18032235665166937,0.2030646820057882,0.19985332438160566,0.23770170799980406,0.24250665557925982
0.18003795999538852,0.1802239662661434,0.197928071997012,0.19995944092954976,0.2396394519964815,0.24217442144226756
0.1800936629952048,0.18045641257143258,0.19847088000096846,0.19991350701565336,0.23983357199904276,0.24180146678864994
0.18004343500069808,0.18041250445205254,0.20354414300527424,0.19995980002152333,0.23760950200085063,0.24237838944423293
0.1800921549947816,0.18023257796673858,0.19799957400391577,0.19994569724657366,0.2432580670065363,0.24252327571428756
0.18010718600271503,0.18023941482388467,0.1983252510035527,0.19978292580235077,0.24195149199658772,0.24226026476320192
0.18142237800202565,0.18008550023483505,0.19932356999925105,0.20012759558316615,0.24234453700046288,0.24201421326222472
0.18073181599902455,0.1801801001878587,0.19908306500292383,0.19984595183171003,0.24167723800201202,0.24231572105480248
0.18000874599965755,0.1801296617299418,0.19779497100535082,0.19984458559100451,0.2420318459990085,0.24201109247554276
0.1801040490026935,0.18022165394716425,0.2034006810063147,0.19989226471818733,0.24211426599504193,0.2430487341389487
0.18000028599635698,0.18034025067123782,0.20304198499798076,0.20003411363795606,0.23899382699892158,0.2421814471839425
0.1815160019978066,0.18039481309784755,0.19955587999720592,0.20029744974167737,0.2423879050038522,0.2425032120861163
0.1800817819967051,0.1802050340039171,0.19840683700022055,0.1995822995322847,0.2389321500013466,0.2424267051428686
0.17993039800057886,0.18029206691194136,0.1984704439964844,0.20015698160077483,0.24011833000258775,0.24202605387279497
