first,avgTail
0.00023002499983704183,6.401468254042565e-05
0.00023295799974221154,6.346503174889163e-05
0.00022524399992107647,6.395065079304337e-05
0.00022772300008000457,6.483146032065085e-05
0.0002321730003131961,6.411742857554124e-05
0.00023536999970019679,6.371574603228568e-05
0.00022669500003758003,6.242122222714003e-05
0.0002277600001434621,6.421900000546769e-05
0.0002299349998793332,6.410706349029963e-05
0.00023465300000680145,6.380353967855742e-05
0.00023240499967869255,6.429668253928419e-05
0.00022435900018535904,6.305469841685234e-05
0.0002306310002495593,6.37217936523412e-05
0.00022674000001643435,6.322403174953439e-05
0.00023250699996424373,6.48056031769513e-05
0.000230242000270664,6.456899999980195e-05
0.00023338499977398897,6.459511110906966e-05
0.00021577999996225117,6.359490476276574e-05
0.00022687299997414812,6.391484127258688e-05
0.00023105500031306292,6.362522222728345e-05
0.0002316879999852972,6.366542856994784e-05
0.00022717699994245777,6.385466666336195e-05
0.00022945299997445545,6.563622221778681e-05
0.00020953600005668704,6.210839682540927e-05
0.00023264900028152624,6.428768254062604e-05
0.00023332499995376565,6.455963491842138e-05
0.0002305389998582541,6.356336508173309e-05
0.00022693899973091902,6.465260317810813e-05
0.00023383999996440252,6.400614286157799e-05
0.0002307589998054027,6.398749206305688e-05
0.0002252829999633832,6.36879047609303e-05
0.00023250300000654534,6.459958729551762e-05
