time,time,time,time,time,time
1.5813999198144302e-05,1.1250998795730993e-05,1.5110999811440706e-05,0.0002876760008803103,0.00021344400011003017,0.0002172089989471715
4.5910019252914935e-06,6.100999598857015e-06,9.59599856287241e-06,0.0003098029992543161,0.00019862100089085288,0.00019735800015041605
3.355002263560891e-06,5.158999556442723e-06,8.773000445216894e-06,0.00028030199973727576,0.00017949199900613166,0.00018100500165019184
3.19299942930229e-06,4.907000402454287e-06,8.691000402905047e-06,0.00020017499991809018,0.00019315999816171825,0.00019158199938829057
3.3129981602542102e-06,4.905999958282337e-06,8.689999958733097e-06,0.00018237299809698015,0.00019575300029828213,0.0001787979999789968
3.1909985409583896e-06,4.877998435404152e-06,8.692000847076997e-06,0.00018569700114312582,0.00018827900203177705,0.00021375199867179617
2.996999683091417e-06,4.860998160438612e-06,8.521001291228458e-06,0.00017893400217872113,0.0001790349997463636,0.00023037200298858806
3.059001755900681e-06,4.821002221433446e-06,8.522998541593552e-06,0.00023327100279857405,0.00019539000277291052,0.00017946799925994128
3.0330011213663965e-06,4.82700124848634e-06,8.64800313138403e-06,0.00022622699907515198,0.0001792700022633653,0.00019506500029820018
3.035002009710297e-06,4.916000762023032e-06,8.78300124895759e-06,0.00023729699751129374,0.00019459800023469143,0.00017875599951366894
2.9660004656761885e-06,4.866997187491506e-06,8.55699909152463e-06,0.00023878899810370058,0.0001785729982657358,0.0001946420015883632
2.9340008040890098e-06,4.839999746764079e-06,8.59200008562766e-06,0.00022473700300906785,0.0001854699985415209,0.00017826600014814176
2.944998414022848e-06,4.8199981392826885e-06,8.711002010386437e-06,0.0002249589997518342,0.00017873799879453145,0.00019513599909259938
2.8809990908484906e-06,4.855999577557668e-06,8.670998795423657e-06,0.00022500699924421497,0.00019385700215934776,0.00017826000112108886
2.9000002541579306e-06,4.804001946467906e-06,8.601000445196405e-06,0.00023390900241793133,0.00017864700203062966,0.00018726599955698475
2.9719994927290827e-06,4.870998964179307e-06,8.646999049233273e-06,0.0002390570007264614,0.00018638200344867073,0.0001789170019037556
2.9290022212080657e-06,4.7959983930923045e-06,8.604998583905399e-06,0.00023369499831460416,0.000177877998794429,0.00019443500059423968
2.9180009732954204e-06,4.9390000640414655e-06,8.565002644900233e-06,0.00021421199926408008,0.00018584400095278397,0.0001782809995347634
2.9090006137266755e-06,4.911002179142088e-06,8.57499981066212e-06,0.0002059700018435251,0.0001770269991538953,0.0001943320021382533
2.9269976948853582e-06,4.8340007197111845e-06,8.658997103339061e-06,0.0002169899998989422,0.00017829400167101994,0.00017901499813888222
2.9659968276973814e-06,4.858997272094712e-06,8.545997843611985e-06,0.00021932399977231398,0.0001924839998537209,0.00018606999947223812
2.926000888692215e-06,4.92799881612882e-06,8.579998393543065e-06,0.00020772800053237006,0.00017820299763116054,0.00017842800298240036
2.906999725382775e-06,4.903002263745293e-06,8.634000550955534e-06,0.0002075890006381087,0.00018643399744178168,0.0001952759994310327
2.91700052912347e-06,4.794001142727211e-06,8.58899875311181e-06,0.00022326899852487259,0.0001781960017979145,0.00017953200222109444
2.8899994504172355e-06,4.837002052227035e-06,8.595998224336654e-06,0.00017912100156536326,0.0001856359995144885,0.00019522600268828683
2.8800022846553475e-06,4.8629990487825125e-06,8.58799830893986e-06,0.00021926499903202057,0.00017819099957705475,0.00017836499682744034
2.9270013328641653e-06,4.858997272094712e-06,8.555001841159537e-06,0.00021988200023770332,0.0001864019977801945,0.00019444599820417352
2.930999471573159e-06,4.830999387195334e-06,8.724000508664176e-06,0.00020491599934757687,0.00017870399824460037,0.00020544600192806683
2.91600008495152e-06,4.837998858420178e-06,8.658000297145918e-06,0.00022522599829244427,0.0001952700004039798,0.00018833099966286682
2.9129987524356693e-06,4.854999133385718e-06,8.548999176127836e-06,0.00021639999977196567,0.0001793510018615052,0.0001786379980330821
2.9759976314380765e-06,4.798999725608155e-06,8.535000233678147e-06,0.00021825099975103512,0.00019452900232863612,0.000194875003217021
2.9379989427980036e-06,4.820001777261496e-06,8.618000720161945e-06,0.0002043550011876505,0.00017904600099427626,0.00017924699932336807
2.911998308263719e-06,4.830999387195334e-06,8.58899875311181e-06,0.00020633000167435966,0.00019357199926162139,0.00019449100000201724
2.9000002541579306e-06,4.864999937126413e-06,8.680999599164352e-06,0.0002232269980595447,0.00017790700076147914,0.00017909199959831312
2.8889990062452853e-06,4.8100009735208005e-06,8.654998964630067e-06,0.0002072220013360493,0.0001971199999388773,0.0001853989997471217
2.930002665380016e-06,4.82700124848634e-06,8.577000699006021e-06,0.00020652000239351764,0.0001777440011210274,0.00017902500258060172
3.016000846400857e-06,4.874000296695158e-06,8.602997695561498e-06,0.0002209510021202732,0.00018651599748409353,0.00019498099936754443
2.949000190710649e-06,4.860998160438612e-06,8.598002750659361e-06,0.00018800999896484427,0.00017778599794837646,0.00017892000323627144
2.9479997465386987e-06,4.819001333089545e-06,8.656999852973968e-06,0.00017744399883667938,0.0001853360008681193,0.0001947819982888177
2.9379989427980036e-06,4.887999239144847e-06,8.517999958712608e-06,0.00018774999989545904,0.00017914799900609069,0.00017884499902720563
2.9240000003483146e-06,4.817000444745645e-06,8.571001671953127e-06,0.00017623600069782697,0.0001777119978214614,0.00018553100017015822
3.0379997042473406e-06,4.866000381298363e-06,8.629998774267733e-06,0.0002057290002994705,0.00019125300241285004,0.0001787270011845976
2.901997504523024e-06,4.821999027626589e-06,8.565002644900233e-06,0.00020237699936842546,0.00017862899767351337,0.00019483099822537042
2.887998562073335e-06,4.8629990487825125e-06,8.562998118577525e-06,0.00023297299776459113,0.000185425000381656,0.00017876999845611863
2.9180009732954204e-06,4.8580004659015685e-06,8.736999006941915e-06,0.0001894449997053016,0.00017766199744073674,0.00018628100224304944
2.9429975256789476e-06,4.903999069938436e-06,8.570001227781177e-06,0.00024633000066387467,0.0001864340010797605,0.00017847700291895308
2.906999725382775e-06,4.78999936603941e-06,8.517999958712608e-06,0.00019211299877497368,0.0001779120029823389,0.000178368001797935
2.9840011848136783e-06,4.8149995564017445e-06,8.596998668508604e-06,0.00047952000022633,0.00018664000162971206,0.00019086300017079338
