first(relu_act),avgTail(relu_act),first(leaky_relu_act),avgTail(leaky_relu_act),first(tanh_act),avgTail(tanh_act),first(sigmoid_act),avgTail(sigmoid_act),first(scalar_mult),avgTail(scalar_mult),first(small_dense),avgTail(small_dense),first(big_dense),avgTail(big_dense),first(simple_conv2d),avgTail(simple_conv2d),first(strided_conv2d),avgTail(strided_conv2d),first(dilated_conv2d),avgTail(dilated_conv2d),first(small_conv2d),avgTail(small_conv2d),first(big_conv2d),avgTail(big_conv2d),first(few_conv2d),avgTail(few_conv2d),first(many_conv2d),avgTail(many_conv2d)
0.00356956599989644,0.001417582659025961,0.0027366680001250643,0.0017094118911165977,0.0028892110003653215,0.0024746219684823475,0.002879559000120935,0.001482499595988657,0.005044184000325913,0.0014572872722063582,0.0032285629999933008,0.002393320054441699,0.0034444160000930424,0.0015122328538687037,0.008248048000041308,0.007583634908309495,0.004317752000133623,0.0028331413180521354,0.009774480000032781,0.008424652020057745,0.007511764999890147,0.00662191703724894,0.008091738000075566,0.007572896452721217,0.005022709000058967,0.004553501217764601,0.20938906899982612,0.17831550781375363
0.0028536439999697905,0.0020548235959886836,0.003643954999915877,0.0020015123094549577,0.003391598999769485,0.0023109127965617415,0.0027979249998679734,0.0021207968681956953,0.003789555999901495,0.0018019281232094606,0.00299470600020868,0.001938712948423958,0.002948324000044522,0.0014964420143263966,0.008119815000100061,0.007706384094555354,0.004174195999894437,0.0026075338767905147,0.0099779430001945,0.008394756584527612,0.006818946999828768,0.00668521332951309,0.008471007000025566,0.007539398618911248,0.0054939370002102805,0.004464158131805043,0.17839457399986713,0.17803220385673366
0.005890827000257559,0.0019621602951287436,0.0027904300000045623,0.002011735037249205,0.0029249750000417407,0.002377769730658612,0.002797624999857362,0.002032864616046253,0.0028464010001698625,0.0017153496189106679,0.00284310999995796,0.0014453959570203013,0.0029501389999495586,0.0022797622492833967,0.008000528000138729,0.007628981908309806,0.004657597000004898,0.0034227283065899916,0.008473675000004732,0.008285089266475427,0.006538868999996339,0.0066175084727799855,0.020293581999794696,0.007512043951290273,0.005107232000227668,0.004483751575931027,0.2040355650001402,0.177812438140401
0.00287023600003522,0.0022451353896859633,0.0027913919998354686,0.0019519850544412764,0.002875383999707992,0.0014572022063030117,0.002920376000020042,0.002316086928366606,0.003004780000082974,0.0020911455272212844,0.002961925999898085,0.00146432925787961,0.002880559000004723,0.0025391311719197003,0.00807920099941839,0.007615222028652037,0.004229787999975088,0.0024352988166173807,0.008507270000336575,0.00843299164469833,0.007169499999690743,0.0066599635300863,0.01981220099969505,0.0075309277020052185,0.005096545000014885,0.004526562369626735,0.20095921200027078,0.1779631418252169
0.002816156000335468,0.002307444816618756,0.002845371999683266,0.0019507658051584635,0.0028561699991769274,0.0022050970229223494,0.0029210459997557336,0.001498521034382769,0.0027807730002678,0.002341525191977285,0.0037380339999799617,0.0021060719025778043,0.0035989219995826716,0.0025593730601718967,0.009596588999556843,0.0076603115042998045,0.004984366999451595,0.0026508322206294267,0.008624883999800659,0.008350035876789471,0.007113511999705224,0.00668461797707755,0.019396572000005108,0.007439967613180198,0.005113341999276599,0.004476627782236116,0.20184676900043996,0.17708575094842474
0.003153757999825757,0.0020038049713465,0.0028112469999541645,0.00195618876504286,0.0028367289996822365,0.002090699140400444,0.0031292510002458584,0.002081806286532341,0.0028422189998309477,0.0018564459828080818,0.0030543660004695994,0.0014871244584538155,0.00293536299977859,0.001953880194842012,0.008339502999660908,0.007803777681949688,0.0041638530001364416,0.0026718100171900755,0.00885306500003935,0.008248914650429545,0.006824285000220698,0.006584124071633938,0.007666145999792207,0.007486119544412637,0.004994406999685452,0.00401061814899781,0.1823285020000185,0.17786767421776703
0.0029197099993325537,0.002098374240686255,0.0038671269994665636,0.00197739386246465,0.003165682000144443,0.0022732352779368534,0.002882505999878049,0.001967072859598273,0.003009224000379618,0.0020912966446978427,0.002874137999242521,0.0016042956275066998,0.0029314049997992697,0.0020958014842405327,0.008365411999875505,0.007625526530084354,0.0044941739997739205,0.002327688489971906,0.00875440400068328,0.00822559992550337,0.006772493000426039,0.0066343332120340345,0.008438279999609222,0.007558713627506931,0.005237200999545166,0.0032584846103157787,0.18642964100035897,0.17883394550143067
0.0029488879999917117,0.0019081508108895007,0.0029362530003709253,0.0021993486303722486,0.003088065000156348,0.002169197616044676,0.002906982000240532,0.0019630751318062824,0.003589226999793027,0.001469088309457684,0.0028987519999645883,0.002447745839540833,0.003201436999916041,0.0024219006475643128,0.008021715999348089,0.007611057318052367,0.004186115000266,0.0034769494555871006,0.00957252599982894,0.008255761767910022,0.006919491000189737,0.006644624289397521,0.007885316999818315,0.007591490527221091,0.00523234100000991,0.004523723318052466,0.17836059699948237,0.17737085028939928
0.0027953609996984596,0.0014083002177665647,0.002783614000691159,0.0014600507191969096,0.0028580819998751394,0.002063291094553664,0.002833623999322299,0.0023247143123201522,0.002879855999708525,0.002073568538682781,0.0030741840000700904,0.0019757317535821126,0.003326276999359834,0.001770329727792042,0.008034805999159289,0.007665605676216327,0.004237547999764502,0.002807677177650653,0.009843627000009292,0.008319181527221473,0.007187250999777461,0.006760929532951597,0.008046277999710583,0.007461062762178392,0.005521326000234694,0.004469973415471448,0.1782479310004419,0.17818357971633267
0.0028535330002341652,0.001472881959887511,0.0028622330000871443,0.0017308548424085806,0.002800080999804777,0.001809190744986224,0.0034950530007336056,0.0014694180544416995,0.0029736930000581197,0.00146170123782296,0.002853208000487939,0.001907186065903894,0.002902356000049622,0.0019409693151860104,0.008257884999693488,0.007567288091690364,0.0042061809999722755,0.003407854965616856,0.008493076000377187,0.008183490183381163,0.006901007000124082,0.0067597020888257395,0.007753298000352515,0.007424390767910076,0.005073151000033249,0.004245525530086134,0.18326025500027754,0.17809815328080386
0.002863499999875785,0.0014580719083078762,0.002936541000053694,0.0014786245042980753,0.0028421309998520883,0.0014520696905443,0.002818848000060825,0.0019030916762175624,0.002775573999315384,0.002000017275070977,0.0029846590005035978,0.002268607598852602,0.003231822999623546,0.0023822620401149465,0.00812635600050271,0.007750828206303529,0.004041371999846888,0.0031298827478500935,0.008482850000291364,0.008270846309454733,0.006810818000303698,0.006745431300859333,0.00790018699990469,0.007602070128941548,0.005021383999519458,0.004438527951288442,0.17819410500032973,0.17831079252149026
0.0027915030004805885,0.0023692330286548035,0.0028500999997049803,0.0015415415931221185,0.0028569449996211915,0.0022484791146113346,0.0028873340006612125,0.0015054838653313996,0.0028816770000048564,0.0014582949340982926,0.002852800000255229,0.0023504547392553766,0.003464566000729974,0.002037686412608372,0.00996672800010856,0.0076945449713468955,0.004194139999526669,0.003458289401147799,0.009163951000118686,0.00822850864183355,0.006735121000019717,0.006587581727795716,0.007830640999600291,0.007482293736389682,0.005028979000599065,0.0034353218338126676,0.18094418799955747,0.17791299608882485
0.005106435000016063,0.0019067104785086813,0.0029287050001585158,0.0014568318166183962,0.0029821220005032956,0.0019092785587391833,0.002854091999324737,0.0019176898022931939,0.0028651519996856223,0.0019146032120344618,0.0029492180001398083,0.0015006284068771294,0.0033330009991914267,0.002397456939827557,0.008316335999552393,0.007706994057306628,0.004503301999648102,0.002361075131805391,0.008369674000277882,0.008281834100285716,0.007014109000010649,0.006537997942693221,0.008215014000597876,0.0074158592521486565,0.004968199999893841,0.003740516727794135,0.18087491499954922,0.17879528539827966
0.0030230709999159444,0.0021334468366750927,0.0028789030002371874,0.0019408364584541672,0.0031558089995087357,0.0022280599684816422,0.0028314269993643393,0.0019755387994261496,0.0028180700001030345,0.002368786859598006,0.0031510720000369474,0.001924766544412017,0.0029144719992473256,0.0014890103610321701,0.008592866000071808,0.007632072080227733,0.004093612999895413,0.00327380697994299,0.008724530000108643,0.008332704647563773,0.006931705999704718,0.00678491708023027,0.008092730000498705,0.007552142587393353,0.005106382000121812,0.003922104842408341,0.20187788100065518,0.17847444999426865
