relu_act,leaky_relu_act,tanh_act,sigmoid_act,scalar_mult,small_dense,big_dense,simple_conv2d,strided_conv2d,dilated_conv2d,small_conv2d,big_conv2d,few_conv2d,many_conv2d
0.003500975999941147,0.003920003000075667,0.0037253969999255787,0.003892585999892617,0.00384574400004567,0.005158835999736766,0.004207425999993575,0.006032176000189793,0.005027414999858593,0.005263451999780955,0.005225165999945602,0.005255817000033858,0.0057394010000280105,0.024353918000088015
0.00480743900016023,0.003610115999890695,0.004087537000032171,0.00401038600011816,0.003934014000151365,0.005280358999698365,0.004903294000087044,0.00590308599976197,0.0046185699998204655,0.005329997999979241,0.0049054169999180885,0.0057020939998437825,0.005259686000044894,0.02064252599984684
0.004882909000116342,0.0041406840000490774,0.003635765999661089,0.004048645000239048,0.0044051379995835305,0.004859071999817388,0.004769404999933613,0.0061395410002660356,0.0049183730002368975,0.0058011020000776625,0.005257688999790844,0.006160039999940636,0.005149155999788491,0.02045502700002544
0.005135774999871501,0.004567721000057645,0.003943925999919884,0.003816629999619181,0.004017785000087315,0.004518577999988338,0.004667225000048347,0.005858963999799016,0.004880209000020841,0.005319086999861611,0.005000970999844867,0.007790048000060779,0.006260681999719964,0.021746052000253258
0.0056480969997210195,0.004151629999796569,0.004161854000358289,0.004279180000139604,0.0038857270001244615,0.004803992000233848,0.004638942000383395,0.005811248000100022,0.004869618000157061,0.005768777999946906,0.005910951000259956,0.005241616000148497,0.005659622000166564,0.020934090000082506
0.005241986999863002,0.005032479999954376,0.003852591999930155,0.003824873000212392,0.004015122000055271,0.004262275999735721,0.004759568000281433,0.005790696000076423,0.004954836999786494,0.005245125999863376,0.005175428000256943,0.00604091100012738,0.005149234999862529,0.020540977000109706
0.00518757200006803,0.004272602000128245,0.0037024560001555074,0.0037467530000867555,0.004221096000037505,0.004704305999894132,0.00479723800026477,0.005755284999850119,0.00522535699974469,0.00554582799986747,0.005434036999758973,0.0052850629999738885,0.0051847049999196315,0.02014387799999895
0.005474354999932984,0.003598216000227694,0.004212374999951862,0.003952452000248741,0.004046845000175381,0.0046184990001165716,0.004234754999743018,0.0057314109999424545,0.004871758999797748,0.005269692000183568,0.005489902000135771,0.005451936000099522,0.005412568999872747,0.02041245100008382
0.0056202509999820904,0.0038225599996621895,0.0043245130000286736,0.003938803999972151,0.004357946000254742,0.0044403229999261384,0.0045676360000470595,0.005991162000100303,0.005270302000099036,0.005374852999921131,0.005612715999632201,0.0055411160001312965,0.0057716569999684,0.020350782000150502
0.005764983000062784,0.004003070999715419,0.004398377000143228,0.004022817000077339,0.003798467999786226,0.004546971999843663,0.004359685000054014,0.006047927000054187,0.005419037999672582,0.005340984999747889,0.005544744999951945,0.005515829999694688,0.006956270000046061,0.020110780000322848
0.005841613000029611,0.0038275500000963802,0.004622710999683477,0.003535597999871243,0.003846491000331298,0.004908342999897286,0.004635386999780167,0.006016085999817733,0.0050991650000469235,0.005133820000082778,0.005869102000360726,0.005404201999681391,0.0056245490000037535,0.020190457999888167
0.006185152999933052,0.0037795600001118146,0.006589515000086976,0.0037985239996487508,0.006690223000077822,0.0042165959998783364,0.004927441000290855,0.0055786459997761995,0.005335410000043339,0.00516261900020254,0.005622962999950687,0.005205978000049072,0.005694103000223549,0.02023913899984109
0.005631794000237278,0.004072070999882271,0.0039683680001871835,0.0036965750000490516,0.00397769800019887,0.0047244459997273225,0.004655968999941251,0.006180585000038263,0.004943923000155337,0.005505863000053068,0.0051728759999605245,0.005674220999935642,0.005176757999834081,0.02035142700015058
0.005093756999940524,0.0039650759999858565,0.0037307610000425484,0.004095413999948505,0.004040438999709295,0.005354079999960959,0.004680550000102812,0.006408040000223991,0.005222426000273117,0.0057348779996573285,0.005838562000008096,0.005402222000157053,0.005096119999961957,0.02031194199980746
0.005125840999880893,0.004736460999993142,0.0045409640001707885,0.004316110999752709,0.004244715999902837,0.005089985999802593,0.004403237000133231,0.005938612999671022,0.005093724000289512,0.005855325999618799,0.005175785000119504,0.005805333999887807,0.00518389799981378,0.020303862000218942
0.00530997700025182,0.004255471000305988,0.003780004999953235,0.003999629000190907,0.003854513000078441,0.004438432999904762,0.0044832419998783735,0.005729052999868145,0.0050564550001581665,0.005134103999807849,0.005127369000092585,0.005512394000106724,0.0049104489999081125,0.020553889999973762
