relu_act,leaky_relu_act,tanh_act,sigmoid_act,scalar_mult,small_dense,big_dense,simple_conv2d,strided_conv2d,dilated_conv2d,small_conv2d,big_conv2d,few_conv2d,many_conv2d
0.3349014430000352,0.34415805699973134,0.3477830509996238,0.3499781840000651,0.5500183999997716,0.976314027999706,0.9308505200001491,0.9198052599999755,0.9147704480001266,0.9411997480001446,0.9088075459999345,1.0686367799999061,0.9145898350002426,0.9346539679995658
0.342205038999964,0.3428617290001057,0.3521328139995603,0.34720770000012635,0.5538595489997533,0.917650373000015,0.9153732479999235,0.8996732639998299,0.8994740269999966,0.9301541119998546,0.9012038180003401,1.0663708970000698,0.9029554190001363,0.9208892950000518
0.33750904299995454,0.3415223839997452,0.3503981469998507,0.3446957609999117,0.5528808569997636,0.9209684969996488,0.9100416100000075,0.9007538800001385,0.9074153120000119,0.9272495810000692,0.8994810639997013,1.0587865760003297,0.9040897849999965,0.9224453439996978
0.33882198199989944,0.3386450530001639,0.3501327270000729,0.3485529320000751,0.5490745990000505,0.9099764290003804,0.9115867089999483,0.9013066140000774,0.9038118800003758,0.9271991239997988,0.8994817699999658,1.0582614820000344,0.9005511499999557,0.9230325210000956
0.33814596000001984,0.33901269499983755,0.34712236600034885,0.3449324709999928,0.5494210629999543,0.9165354460001254,0.9209397959998569,0.9007571689999168,0.9044863190001706,0.9265431470003023,0.898703444000148,1.058203125000091,0.8976479779998954,0.9206533450001189
0.33375685999999405,0.3392830100001447,0.35120459099971413,0.3468681170002128,0.549574166000184,0.9127782700002172,0.9103210799999033,0.9003071729998737,0.904605188000005,0.9250875799998539,0.8998273120000704,1.1181814719998329,0.8991335260002415,0.9219577769999887
0.335615233000226,0.33810096299976067,0.3456595909997304,0.3437083349999739,0.5490734840000187,0.9075286920001417,0.9092407530001765,0.9051773639998828,0.904822951999904,0.9232820760003051,0.9005074300002889,1.0531131869997807,0.9035276019999401,0.9209305659996971
0.33800986999995075,0.3383179449997442,0.34736673599991263,0.3429125520001435,0.5684018699998887,0.9548061730001791,0.9201892510000107,0.9441465780000726,0.9290332740001759,0.9845988170000055,0.9810923569998522,1.0949776819998078,0.9790886350001529,0.936447003000012
0.3363550879998911,0.33763403700004346,0.34681614300006913,0.3429187809997529,0.5490196219998325,0.9180974519999836,1.0201063710001108,0.9733661790000951,0.9452366159998746,0.9323017990000153,0.9073789409999335,1.069218708000335,0.9043594340000709,0.9348922209996999
0.33998267700008,0.3365741950001393,0.347312439000234,0.341036157000417,0.5450293480002983,0.9538615460000983,1.03015328399988,0.9773140709999097,0.9449859439996544,0.9881700519999868,0.8982938940002896,1.062108760999763,0.898258762000296,0.9525683860001664
0.339362887000334,0.34497289900036776,0.3549079879999226,0.35877770500019324,0.5657127059998857,0.9183338490001915,0.9312600769999335,0.9329765620000217,0.9035007290003705,0.9287653649998902,0.9119142750000719,1.0734639250003966,0.90648752900006,0.9235680050001065
0.3374795320000885,0.3401751510000395,0.3472858619998078,0.34734924799977307,0.5585372379996443,0.9284868290001214,0.9177243780000026,0.8986412959998233,0.9056466530000762,0.9271994050000103,0.9019413089999944,1.0748247410001568,0.9105227119998744,0.9321266050001213
0.3401609379998263,0.3396900090001509,0.3479687189997094,0.3498211240003002,0.5514383409999937,0.9169181629999912,0.9212270039997748,0.9036109020003096,0.902106336000088,0.9359824299999673,0.902286082000046,1.0607483670000875,0.9021287180003128,0.9178374719999738
0.3384967659999347,0.34370073899981435,0.3503234849999899,0.3487067789997127,0.5489014219997443,0.9115492759997323,0.9156046399998559,0.9133514810000634,0.9257219010000881,0.9650089080000726,0.9190016769998692,1.118113859999994,0.9275118260002273,0.9382561709999209
0.3689125050000257,0.35717618999979095,0.35094021000031717,0.346947406000254,0.5505913560000408,0.9846060710001439,0.9645534569999654,0.9255054050004219,0.9331703289999496,0.9751530629996523,0.9242011979999916,1.078018658000019,0.9545488409999052,0.959053873999892
0.3434483099999852,0.34042151800031206,0.3494251469996925,0.35474016299986033,0.5860779089998687,0.9632403139999042,0.9646122940002897,0.9353559320002205,0.9521342220000406,0.9715150350002659,0.9286056279997865,1.0934202130001722,0.9252233639999758,0.9712745450001421
0.3439962480001668,0.34652014599987524,0.34842661499988026,0.36318713699984073,0.5901871920000303,0.9871280950001164,0.9658640299999206,0.9339748679999502,0.9017657559998042,0.9644725160001144,0.93775359700021,1.100000762000036,0.963860749000105,0.9707321400001092
0.3460374779997437,0.3394310260000566,0.35732200899974487,0.37303293600007237,0.5954983699998593,0.9446589149997635,0.9779490949999854,0.9795257799996762,0.927189824999914,0.9444327440000961,0.9282767690001492,1.0775601600003029,0.9124094220001098,0.929651744000239
0.36166670000011436,0.36455962799982444,0.3638664259997313,0.36494680399982826,0.588545232999877,0.9610392650001813,0.9611437490002572,0.9260332120002204,0.9011428119997618,0.9280650579999019,0.9084908209997593,1.0683911380001518,0.9064834109999538,0.9291657480002868
0.34038591600028667,0.33747337800014066,0.3468243329998586,0.34438475699971605,0.5479634199996326,0.9145625659998586,0.9115295139999944,0.9032624649998979,0.9120719050001753,0.9309463220001817,0.9058858229996076,1.0619382029999542,0.9023206609999761,0.9218184769997606
0.3363048209998851,0.3386984429998847,0.34672112999987803,0.3469658660001187,0.5544518800002152,0.9154858189999686,0.9177288950004368,0.9034071169999152,0.9455950940000548,0.9744840280000062,0.9429912030000196,1.1080867250002484,0.9630060549998234,0.9949583560000974
0.34877644900007,0.34002300699967236,0.3453609459998006,0.3436564809999254,0.5734011169997757,0.9437385100000029,0.9338841070002672,0.9290270589999636,0.9305426690002605,0.9426490939999894,0.950691144999837,1.1111263859997962,0.9401000419998127,0.9288035200002014
0.33677085199997236,0.3419760510000742,0.34760006299984525,0.35864810600014607,0.5635945529998025,0.9269727930000045,0.953398001000096,0.9330656269999054,0.9220887850001418,0.9631460710002102,0.9358074639999359,1.1024635680000756,0.9405815820000498,0.9291427449998082
0.344962287999806,0.34354571899984876,0.3591662690000703,0.3566907940003148,0.5735921179998513,0.9391207220000979,0.942298590000064,0.9111478119998537,0.9502925829997366,0.9514397259999896,0.907489840999915,1.0900763080003344,0.9127460969998538,0.9343110139998316
0.343961944000057,0.3470494809998854,0.35437970300017696,0.3468852859996332,0.5807841320001899,0.933752786000241,0.9234255370001847,0.9492157309996401,0.9340482990000964,0.9448585660002209,0.9223467950000668,1.0949977870000112,0.9213964659998055,0.9477952919996824
0.34442982900009156,0.3573032169997532,0.3605594180003209,0.35395467699981964,0.5698878759999388,0.9432233200000155,0.9605116429997906,0.9265285890000996,0.9066916120000315,0.9317043269998067,0.9224387510002998,1.0661220730003151,0.9139519160003147,0.938608682999984
0.34330612499979907,0.3447759379996569,0.35330119199988985,0.3495224039997993,0.5552850130002298,0.9440827650000756,0.9352048339997054,0.9183844230001341,0.9090781350000725,0.9765388400001029,0.9376645829997869,1.0980581660001008,0.9322887329999503,0.9442580539998744
0.3569681950002632,0.3590752430000066,0.35513645899982293,0.3477200760003143,0.5639205130000846,0.9591664510003284,0.9653149659998235,0.9067374559999735,0.9041499220002152,0.9524714490003134,0.9105264650002027,1.0906111559997953,0.9180266190001021,0.930600933000278
0.3450998360003723,0.35613886700002695,0.35904805500013026,0.34968925800012585,0.5607704959998046,0.92476561400008,0.9354683799997474,0.9337280069998997,0.9191729009999108,0.9506239050001568,0.9395148160001554,1.1129143800003476,0.9109086339999521,0.9357514339999398
0.34065557500025534,0.3364974159999292,0.356023556999844,0.3513708220002627,0.5648143999997046,0.9284926039999846,0.9217698350003047,0.9051834919996509,0.9125654949998534,0.9505135080003129,0.904558041999735,1.0938377150000633,0.9366511519997403,0.9342378789997383
0.35054195300017454,0.344181400999787,0.35109091999993325,0.3461492060000637,0.5602279730001101,0.9509421050001947,0.9548170960001698,0.9359034780000002,0.914839887999733,0.9952521819996036,0.9380262310000944,1.1159187680000286,0.9258089689997178,0.9534641539999029
0.3455052920003254,0.3489649329999338,0.3540199610001764,0.3500963179999417,0.5792713250002635,0.9359819730002528,0.9627474859998983,0.9285111750000397,0.9712646839998342,0.9796892969998225,0.9284002600002168,1.1063305630000286,0.9525349089999509,0.9769697639999322
