newData(relu_act),noData(relu_act),latency(relu_act),newData(leaky_relu_act),noData(leaky_relu_act),latency(leaky_relu_act),newData(tanh_act),noData(tanh_act),latency(tanh_act),newData(sigmoid_act),noData(sigmoid_act),latency(sigmoid_act),newData(scalar_mult),noData(scalar_mult),latency(scalar_mult),newData(small_dense),noData(small_dense),latency(small_dense),newData(big_dense),noData(big_dense),latency(big_dense),newData(simple_conv2d),noData(simple_conv2d),latency(simple_conv2d),newData(strided_conv2d),noData(strided_conv2d),latency(strided_conv2d),newData(dilated_conv2d),noData(dilated_conv2d),latency(dilated_conv2d),newData(small_conv2d),noData(small_conv2d),latency(small_conv2d),newData(big_conv2d),noData(big_conv2d),latency(big_conv2d),newData(few_conv2d),noData(few_conv2d),latency(few_conv2d),newData(many_conv2d),noData(many_conv2d),latency(many_conv2d)
0.0035845759994117543,0.0015032769997560536,0.001686899999185698,0.0017215479992955807,0.005658590000166441,0.0002783519994409289,0.0019977860001745285,0.001377640000100655,0.00021428900072351098,0.0017283189999943716,0.0018123999998351792,-0.0008946660000219708,0.0017458580005040858,0.0017279809999308782,0.00024363900047319476,0.0019719470001291484,0.0019512429998940206,0.0004903230001218617,0.0018942149999929825,0.0017353630000798148,0.0004344079998190864,0.00723454099988885,0.006084410999392276,0.0013678819996130187,0.0032078779995572404,0.0027990739999950165,0.0009951330002877512,0.007304650999685691,0.008337654000570183,-2.059600046777632e-05,0.0062219239998739795,0.006524164000438759,0.0010979440003211494,0.006671046000519709,0.007351649000156613,0.0008972250006991089,0.004111700000066776,0.004605338999681408,0.0007906369992269902,0.10883334800018929,0.11242440299974987,0.010632337000060943
0.0020780089998879703,0.001535203000457841,0.0003006110000569606,0.001488729999437055,0.002055027000096743,3.7863998841203284e-05,0.001831947000027867,0.0013848199996573385,6.650999966950621e-05,0.0014688319997731014,0.001814526000089245,9.933000001183245e-06,0.0014440059994740295,0.0018692519997784984,1.1081999218731653e-05,0.0014442649999182322,0.0019380909998290008,2.4639000002935063e-05,0.0014437820000239299,0.0018601259998831665,-3.3413999517506454e-05,0.006028675999914412,0.006226125000466709,-3.849900076602353e-05,0.0023290439994525514,0.0032073100001070998,8.916200022213161e-05,0.008739926000089326,0.0082091809999838,0.000736115000108839,0.005597489999672689,0.00638597099987237,0.0003679410001495853,0.006013039000208664,0.007178995000685973,0.00010308200035069603,0.0033659299997452763,0.004570073999275337,9.454399969399674e-05,0.08605925899973954,0.10657119799998327,-0.026510903000598773
0.0017943449993254035,0.001518000000032771,6.310399930953281e-05,0.001448945999982243,0.002143198999874585,2.7719000172510277e-05,0.0017491069993411656,0.0013585320002675871,-1.907700061565265e-05,0.0014912140004526009,0.0016316820001520682,1.9352000890648924e-05,0.0015586939998684102,0.0019009930001629982,-4.071999683219474e-06,0.001471456999752263,0.002175704999899608,3.2809000003908295e-05,0.0014994630000728648,0.0017584790002729278,-1.5409000297950115e-05,0.005768101000285242,0.006391940999492363,2.873999983421527e-05,0.0023673769992456073,0.0026870580004469957,0.00020911699994030641,0.008670053000059852,0.008095780000076047,0.0007244889993671677,0.006385931000295386,0.0066204670001752675,-4.3956999434158206e-05,0.005933676000495325,0.007212415999674704,-0.0007164539993027574,0.003501637999761442,0.004382843999337638,0.00022857000021758722,0.1141828859999805,0.10674685599951772,0.016354912000679178
0.001759301999300078,0.0015149569999266532,-1.669200082687894e-05,0.0014474049994532834,0.0019003280003744294,3.9228999412443954e-05,0.0016648890004944406,0.0013808600006086635,0.00010224700054095592,0.001466429000174685,0.0016175610007849173,-1.692999830993358e-06,0.0015627049997419817,0.0021659759995600325,0.0001353150000795722,0.001439204000234895,0.0018772530002024723,-2.8950999876542483e-05,0.0015129069997783517,0.0018027960004474153,4.8578999667370226e-05,0.005930348999754642,0.0062465289993269835,0.00012023099952784833,0.0025414859992451966,0.0031826229997022892,0.00036155799898551777,0.008616111000264937,0.008104796999759856,0.0005790730010630796,0.007574698999633256,0.006491646000540641,0.0010091670001202147,0.008340047000274353,0.00706835700020747,0.0008483760002491181,0.003538984000442724,0.0044480369997472735,0.0002026290003414033,0.09749855899917748,0.08076821400027256,-0.010922093000772293
0.0021704920000047423,0.0014736029997948208,0.0002171199994336348,0.0014134719995126943,0.0066867900004581315,7.85999873187393e-07,0.0016114930003823247,0.0013789189997623907,5.406899981608149e-05,0.0014769720000913367,0.0016618030003883177,6.494399985967902e-05,0.0014970599995649536,0.0023116379998100456,1.3821999345964286e-05,0.0015137979999053641,0.0023336390004260466,5.0954000471392646e-05,0.001548346000163292,0.0016059390000009444,4.624899975169683e-05,0.006313064999631024,0.006091913000091154,2.9075999918859452e-05,0.002411082999969949,0.003219891000298958,0.0001524479994259309,0.008833707999656326,0.008341748000020743,0.0006838299996161368,0.007171731000198633,0.006420543999411166,1.8400000044493936e-05,0.008158020999871951,0.006917377000718261,0.0008391569999730564,0.003522562999933143,0.0039704039991192985,0.00029097100014041644,0.10052613300013036,0.1040465240002959,-0.006508540999675461
0.001895847000014328,0.0015956659999574185,1.586399957886897e-05,0.0014429449993258459,0.0019506680000631604,1.5275998521246947e-05,0.0016153879996636533,0.0013877669998692,-0.00010450300032971427,0.001451347000511305,0.0016276490005111555,3.9079000998754054e-05,0.0014161009994495544,0.002064989000245987,2.1037999431428034e-05,0.0014786730007472215,0.0021242319999146275,5.983100072626257e-05,0.0015333080000345944,0.0017999829997279448,7.156799983931705e-05,0.007502481999836164,0.006582429999980377,1.056099972629454e-05,0.0025042059996849275,0.003093448000072385,0.00011710499984474154,0.008640903000014077,0.008328068999617244,0.0004576580004140851,0.007602425000186486,0.006638846999521775,0.0010049320007965434,0.008051514999351639,0.006676940999568615,-0.0007303780012080097,0.0035139829997206107,0.004291737999665202,0.00017024499993567588,0.10776963799980877,0.09549644800063106,0.0009817050004130579
0.0023484189996452187,0.001536806999865803,0.0002687500000320142,0.0014387620003617485,0.002623175999360683,-1.7035999007930513e-05,0.0016667079999024281,0.001379985999847122,0.00011805600024672458,0.0014221000001271022,0.0016367460002584266,2.425900038360851e-05,0.0014243050000004587,0.0021703510001316317,2.9593999897770118e-05,0.001510355000391428,0.0018636209997566766,3.7843999962206e-05,0.0014892570006850292,0.0023711579997325316,2.2827000975667033e-05,0.006058955000298738,0.006456971000261547,0.0002908260003096075,0.002433089999613003,0.0035505719997672713,5.103700004838174e-05,0.008747684000809386,0.008102161999886448,0.0006265830006668693,0.0073274239994134405,0.007151592999434797,0.0008535479992133332,0.008298267999634845,0.006943469999896479,0.000726964999557822,0.003380633999768179,0.0044442620001063915,6.095299977459945e-05,0.09889677299997857,0.09674653099955322,-0.009446865000427351
0.002749784000116051,0.0015389030004371307,0.0006020930004524416,0.0014395289999811212,0.0020765740000570077,-4.050600000482518e-05,0.001611026000318816,0.0013864040001863032,3.887999992002733e-05,0.0014284210001278552,0.0016422329999841168,9.346000297227874e-06,0.0015154719994825427,0.0019505939999362454,3.841399939119583e-05,0.0015366580000772956,0.0021699909993913025,9.953399967344012e-05,0.0014635629995609634,0.0017485239995949087,4.1969988160417415e-06,0.006047262000720366,0.006601471000067249,1.5414000699820463e-05,0.002546009000070626,0.0032564680004725233,0.00020378899989736965,0.009099925000555231,0.007732523999948171,0.0008998299999802839,0.007518162000451412,0.006744098999661219,0.0005001139998057624,0.008209235999856901,0.010375608000686043,0.00024436800049443264,0.003487533999759762,0.004654060000575555,0.00020926900015183492,0.10897278499942331,0.10711430900028063,0.0011426909995861934
0.002023013000325591,0.0015248589998009265,7.495800036849687e-05,0.0014039300003787503,0.00287874199966609,-3.673699939099606e-05,0.0016168700003618142,0.0013765499998044106,5.99450004301616e-05,0.0014499640001304215,0.0016360560002794955,1.457899998058565e-05,0.001430975000403123,0.001875111000117613,5.429600059869699e-05,0.0014915929996277555,0.001872135999292368,-3.4702000448305625e-05,0.0014446449995375588,0.0017063250006685848,3.588900017348351e-05,0.006423847000405658,0.007837432999622251,2.7477000003273133e-05,0.0027175919994988362,0.0035651200005304418,0.0002834979995895992,0.009279177999815147,0.007840674999897601,0.0010208150006292271,0.007121505000213801,0.006688012000267918,0.0007327160001295852,0.00808683299965196,0.006943858000340697,0.0012598949997482123,0.0035516490006557433,0.004986403999282629,0.00011389500014047371,0.09333501299988711,0.10170817099970009,-0.01882956000008562
0.0020738239991260343,0.0015441380000993377,-0.00019856700146192452,0.001516111999990244,0.00209445800010144,0.00014384800033440115,0.0016125499996633152,0.001378472999931546,5.9776999478344806e-05,0.0014749969996046275,0.00203127399981895,-0.00029716500102949794,0.0013833709999744315,0.0019158449995302362,-8.4530001913663e-06,0.0014788039998165914,0.0023764380002830876,-9.999894245993346e-09,0.0014349240000228747,0.0017420190006305347,-0.0001284769996345858,0.007596465000460739,0.008400554000218108,0.0007835340002202429,0.0027852860002894886,0.003069215999857988,0.0003966330004914198,0.008829526000226906,0.007613845999912883,0.0008192010000129812,0.007905301000391773,0.006777311999940139,0.0014522840010613436,0.0070372340005633305,0.007205336999504652,0.00016235800012509571,0.003941619000215724,0.005229011000665196,0.0001986639999813633,0.10643365099986113,0.08730326500062802,-0.0036419719999685185
0.0021261179999783053,0.001545434000036039,0.0001301359998251428,0.0014045370007806923,0.0016884209999261657,-3.765599922189722e-05,0.0016093710000859573,0.0013843130000168458,-3.2018000638345256e-05,0.001969624999219377,0.0017942309996215045,-7.054000889183953e-06,0.0014907110007698066,0.0020699400001831236,3.4346000575169455e-05,0.0015354779998233425,0.0019676110005093506,-8.008999975572806e-05,0.0014857090000077733,0.0016744740005378844,2.8120002752984874e-06,0.0067902460004916065,0.007467114000064612,-9.759599925018847e-05,0.0027840000002470333,0.0029193159998612828,0.0002135480008291779,0.008786053000221727,0.007406938000713126,0.0007199420006145374,0.0074044169996341225,0.00615434599967557,0.0006739489990650327,0.007223952000458667,0.006968863999645691,0.0005065090008429252,0.004311076999329089,0.00471834099971602,-1.542000063636806e-05,0.11027841000031913,0.08730119100073352,-0.0015927770000416785
0.002376504000494606,0.001546834000691888,0.00024083900007099146,0.0014071379991946742,0.0018449910003255354,-9.924000551109202e-06,0.0017523179994896054,0.0013819409996358445,-1.9410000277275685e-05,0.0020472200003496255,0.001905017000353837,-0.00429506999989826,0.0014750199998161406,0.002080281999951694,-2.220003807451576e-07,0.001582588999553991,0.0021735079999416484,0.00010044899954664288,0.0014240000000427244,0.0015728549997220398,-4.8730007620179094e-06,0.007055473000036727,0.008189700000002631,0.0007834200005163439,0.00290831700021954,0.0033137660002466873,0.00021754400040663313,0.008834774999741057,0.007472387999769126,0.0007922479999251664,0.0073771409997789306,0.005940560000453843,0.0008937130005506333,0.007289723000212689,0.006723784999849158,0.0004911350006295834,0.004849437000302714,0.004348655999820039,0.00041093200070463354,0.1028637819999858,0.10462125100002595,0.019696307000231172
0.0021038179993411177,0.0014339720000862144,-0.00047299900052166777,0.0014564680004696129,0.0018952320006064838,-1.0762999409053009e-05,0.0017515159997856244,0.0013806460001433152,4.86170001749997e-05,0.002163874999496329,0.0016449459999421379,-0.0010314460005247383,0.001836340000409109,0.0019543110001905006,-0.0004409499997564126,0.001500737000242225,0.0020435050000742194,-4.414199975144584e-05,0.0014216549998309347,0.0014876380000714562,-3.4222000067529734e-05,0.006501249999928405,0.006566582999766979,0.0006474129995694966,0.003100515999904019,0.003894089000823442,0.0003614309998738463,0.009203835000334948,0.007444236000083038,0.0009898830003294279,0.007398548000310257,0.00637241099957464,0.0009865730007732054,0.007275283000126365,0.006716636999954062,0.0003417349998926511,0.0050521670000307495,0.00479097700008424,0.0007677029998376383,0.11058789699927729,0.0767289069999606,-0.0003365090005900129
