newData(relu_act),noData(relu_act),newData(leaky_relu_act),noData(leaky_relu_act),newData(tanh_act),noData(tanh_act),newData(sigmoid_act),noData(sigmoid_act),newData(scalar_mult),noData(scalar_mult),newData(small_dense),noData(small_dense),newData(big_dense),noData(big_dense),newData(simple_conv2d),noData(simple_conv2d),newData(strided_conv2d),noData(strided_conv2d),newData(dilated_conv2d),noData(dilated_conv2d),newData(small_conv2d),noData(small_conv2d),newData(big_conv2d),noData(big_conv2d),newData(few_conv2d),noData(few_conv2d),newData(many_conv2d),noData(many_conv2d)
0.0022669950003546546,0.0019706529992618016,0.0014872009996906854,0.0013901620004617143,0.0014587940004275879,0.0014334099996631267,0.0021874959993510856,0.001984881000680616,0.0020695909997812123,0.0014556859996446292,0.001910526000756363,0.001410081000358332,0.001543514999866602,0.001575485999637749,0.007671341999412107,0.007369723999545386,0.002436745000522933,0.0032661659997756942,0.008945305999986886,0.008505894999871089,0.00728911500027607,0.00656233700010489,0.007954857000186166,0.007499145999645407,0.005526289999579603,0.004502989999309648,0.11138356299943553,0.1078206570000475
0.0024541969996789703,0.0021902919997955905,0.001773800999217201,0.0013736040000367211,0.0014722420000907732,0.0013668700003108825,0.0018634709995239973,0.0019668329996420653,0.0018298490003871848,0.0014218420001270715,0.0018885720000980655,0.0015764800000397372,0.0014495539999188622,0.0014967380002417485,0.00813753500005987,0.007238109000354598,0.0026541649995124317,0.0034551930002635345,0.009151504000328714,0.008415321999564185,0.007494161999602511,0.006465139000283671,0.008484660999783955,0.007441979000759602,0.005361526999877242,0.00459389400020882,0.11009322400059318,0.10114427100052126
0.0022609739999097656,0.0020154139992882847,0.0016030100005082204,0.0013779060000160825,0.00146756699996331,0.0014148670006761677,0.0017604949998712982,0.001964094999493682,0.0017565910002304008,0.0014157109999359818,0.0018525420000514714,0.0014565860001312103,0.0016272279999611783,0.0014448080000875052,0.008280107000246062,0.007104637000338698,0.0024920050000218907,0.003184698000040953,0.009304168000198842,0.008746274999793968,0.007873051999922609,0.006795878000048106,0.008507329999702051,0.0074322999998912564,0.005792517999907432,0.005062925999482104,0.11070356100026402,0.10350826800004143
0.0022320569996736594,0.0021411289999377914,0.001531125000838074,0.001389444999404077,0.001399220999701356,0.0014013529998919694,0.0017759869997462374,0.0018503920000512153,0.0017616290006117197,0.0014075940007387544,0.0019149599993397715,0.001421865999873262,0.0015244319993144018,0.001641691999793693,0.008280478999949992,0.007589865999761969,0.0025947399999495246,0.0032018729998526396,0.00906555199981085,0.008438130999820714,0.00718275100007304,0.00764607699966291,0.008154303000083019,0.006981264999922132,0.005474529999446531,0.004559000999506679,0.10869670699958078,0.0810952769998039
0.002258280000205559,0.0022052530002838466,0.0014792289994147723,0.0013858810007150169,0.0014955759997974383,0.0014200600007825415,0.0017577970002093934,0.0017137869999714894,0.0017335689999526949,0.0014208360007614829,0.002079718999993929,0.0014309819998743478,0.001538100999823655,0.0015074719995027408,0.008138449000398396,0.007412855999973544,0.0027433940003902535,0.0033236780000152066,0.008951869999691553,0.008405110999774479,0.007400529999358696,0.006565819000570627,0.007979704000717902,0.007557665999229357,0.0052683330004583695,0.004391649999888614,0.10181011500026216,0.10863770800006023
0.0024840729993229616,0.0022777559997848584,0.001502898000580899,0.001391544999933103,0.0014582290004909737,0.0014060789999348344,0.001756797999405535,0.0018517889993745484,0.0018200189997514826,0.0014341639998747269,0.00204060899977776,0.0014294069997049519,0.00152848199923028,0.0015421099997183774,0.00823502000002918,0.007674389999920095,0.0027971130002697464,0.0036349499996504164,0.008818749999591091,0.00862225800028682,0.007039178999548312,0.006774233999749413,0.007670803000110027,0.007296828999642457,0.0051574899998740875,0.0043443320000733365,0.10809626299942465,0.08268742200016277
0.001935577999574889,0.002362139999604551,0.0014829860001555062,0.0014048680004634662,0.0014673169998786761,0.0014207270005499595,0.0023127869999370887,0.0017995629996221396,0.0017735820001689717,0.0014308379995782161,0.0031802289995539468,0.0014233289994081133,0.0015109809992281953,0.001500162999946042,0.008311530999890238,0.007868611999583663,0.002682491000086884,0.003374085999894305,0.008841550999932224,0.00855445300021529,0.008494050000081188,0.00691338500018901,0.007760048999443825,0.007736178999948606,0.007043218999569945,0.004318980999414634,0.11062206600036006,0.1109060219996536
0.0018550459999460145,0.0021033989996794844,0.00194520700006251,0.001382994000778126,0.0015656619998480892,0.001367608000691689,0.0018448780001563136,0.0019029609993594931,0.0017526839992569876,0.0015156179997575236,0.0023703460001343046,0.0014391300001079799,0.0015206859998215805,0.0014655300001322757,0.007151777999752085,0.00746565300050861,0.0026872930002355133,0.0031507700005022343,0.008857652999722632,0.008509600000252249,0.00749634700059687,0.006763675000001967,0.008082528000159073,0.007591913999931421,0.005130575999828579,0.004307483000047796,0.11001573399971676,0.11308160299995507
0.0019464740007606451,0.0021768890001112595,0.0023127650001697475,0.0013814969997838489,0.0015074059992912225,0.0014639940000051865,0.002018172000134655,0.001614800999959698,0.001744020999467466,0.0014113460001681233,0.0028128020003350684,0.0014286529994933517,0.0018658740000319085,0.0015454940003110096,0.005737937000048987,0.007661239000299247,0.006825546000072791,0.0032569069999226485,0.009701081999992311,0.008404011000493483,0.008513062999554677,0.00640755599943077,0.00785737899968808,0.007664215000659169,0.004977092000444827,0.004156924000199069,0.10924210800021683,0.11122728200007259
0.002345385999433347,0.002093206000608916,0.002722191999964707,0.0013900110006943578,0.0014318869998533046,0.0014564080001946422,0.0018717120001383591,0.0016475630000059027,0.0017492320002929773,0.0014542210001309286,0.002995081000335631,0.0014283470000009402,0.0022316829999908805,0.0016715140000087558,0.006011083999510447,0.007371087999672454,0.0024374900003749644,0.0027046799996242044,0.008980427000096824,0.008226091000324232,0.007175435999670299,0.006616120999751729,0.007861323000724951,0.0076020050000806805,0.00562085100045806,0.00409978800053068,0.11112219500046194,0.11020179499973892
0.0029876150001655333,0.0020718980003948673,0.0029030209998381906,0.0014233729998522904,0.0014587790001314715,0.0014615740001318045,0.001987243999792554,0.0022530759997607674,0.0017455950001021847,0.0014061679994483711,0.003013167000062822,0.001425061000190908,0.0020462889997361344,0.0015917459995762329,0.007075780000377563,0.007404254999528348,0.0024033079998844187,0.0032337079992430517,0.00889707299938891,0.007855663000555069,0.007336951999604935,0.0063263499996537575,0.00803819900011149,0.007769982000354503,0.005146763999618997,0.0039333969998551765,0.11381065000023227,0.11064148500008741
0.002235152000139351,0.002056977999927767,0.0033544890002303873,0.001388394000059634,0.001398410000547301,0.0014647920006609638,0.002008975000535429,0.001961449999726028,0.0017445710000174586,0.0014054040002520196,0.0015924479994282592,0.001420669000253838,0.002208394999797747,0.0016586510000706767,0.008366082000065944,0.007540055000390566,0.002482027000041853,0.003007023999998637,0.009083491000637878,0.008355736000339675,0.007542692000242823,0.0064295019992641755,0.008096438999928068,0.00751822100028221,0.005440313999315549,0.004124212000533589,0.11137151000002632,0.10706521300016902
0.002129505000084464,0.0020646290004151524,0.002017538000472996,0.0013780070003122091,0.0014663330002804287,0.0013567710002462263,0.00205179299973679,0.0022458579996964545,0.0017734220000420464,0.001407359000040742,0.0015003380003690836,0.0014275049998104805,0.0017689329997665482,0.001696381999863661,0.008312525999826903,0.007407381999655627,0.002610147999803303,0.003309210999759671,0.008990600000288396,0.008043410999562184,0.007787139000356547,0.006601165000574838,0.007880582000325376,0.007392868999886559,0.004955921999680868,0.004420521000611188,0.11071276599977864,0.10836338099943532
0.0021661840000888333,0.0026161519999732263,0.0014898050003466778,0.0013908729997638147,0.0014125050001894124,0.0013855110000804416,0.00198335599998245,0.001719685999887588,0.0017459079999753158,0.001381279999804974,0.0014800700000705547,0.0014227680003386922,0.001557691000016348,0.0019306210006106994,0.008177980999789725,0.007573991999379359,0.0026345209998908103,0.0026638490007826476,0.009452807999878132,0.008401131000027817,0.007436947999849508,0.006300818999989133,0.007913155999631272,0.007706010999754653,0.004977516000508331,0.004331818000537169,0.1087023499994757,0.10744325700034096
0.002265858999635384,0.0020796320004592417,0.0014626450001742342,0.0013915940007791505,0.001457573000152479,0.0013895140000386164,0.002218995000475843,0.002177018999645952,0.001779678000275453,0.0014170120002745534,0.0015115719997993438,0.0014336689991978346,0.0015881210001680302,0.002136027000233298,0.008009185999981128,0.0075341310002841055,0.002508897000552679,0.0024093249994621146,0.009220880000611942,0.008583017000091786,0.007632216999809316,0.006451506000303198,0.008166116000211332,0.00777877400014404,0.005113340999741922,0.004689250999945216,0.11084746300002735,0.10684990600020683
0.0021874149997529457,0.0021671550002793083,0.001506701999460347,0.001382960000228195,0.0014539539997713291,0.0014278990001912462,0.001937548999194405,0.0017924499998116517,0.0017441540003346745,0.0015049779995024437,0.0014829370002189535,0.0013994840001032571,0.0016467480008941493,0.002350767999814707,0.007763239999803773,0.00744451599985041,0.0024679059997652075,0.0027571420005187974,0.009338985000795219,0.00845055600075284,0.007353555000008782,0.006832172000031278,0.007551190999947721,0.0074649169991971576,0.004957963000379095,0.004405478999615298,0.110399660999974,0.108614089999719
0.002058799999758776,0.001913205000164453,0.001468962999751966,0.0013581900002463954,0.0014274429995566607,0.0014945849998184713,0.002135054999598651,0.001620529000319948,0.0017392279996784055,0.001464091999878292,0.0014662240000689053,0.001466765000259329,0.0018006469999818364,0.0021161459999348153,0.008655541999360139,0.007274264999978186,0.0024621669999760343,0.0024844259996825713,0.00907474599989655,0.00856490699970891,0.007420938999530335,0.006534525999995822,0.008116476000395778,0.0072595329993419,0.004889305000688182,0.007109924999895156,0.10870064899972931,0.11394844400001602
0.0025797409998631338,0.002048923000074865,0.0015234080001391703,0.0013875340000595315,0.0014021340002727811,0.0014289989994722418,0.0017677050000202144,0.001470447000428976,0.0017497320004622452,0.0014287310004874598,0.0015514810002059676,0.0014192930002536741,0.0014837790004094131,0.002043231000243395,0.00810397799978091,0.007961534999594733,0.0024855619994923472,0.0028338960000837687,0.008987223000076483,0.008545318999495066,0.0077123979999669245,0.006736391000231379,0.008241391000410658,0.007885410000199045,0.004919593000522582,0.004891378999673179,0.09978687200054992,0.10745618200053286
0.0020735699999931967,0.0018695329999900423,0.0014884089996485272,0.0013702269998248084,0.0014369739992616815,0.0014506010002151015,0.0017737920006766217,0.0014449400005105417,0.0017801080002755043,0.001448527999855287,0.0014345039999170695,0.001413760999639635,0.001467930999751843,0.002060775000245485,0.008329036999384698,0.007650098999874899,0.0026295699999536737,0.0030996529994808952,0.00856134499917971,0.00857818100030272,0.007323855999857187,0.0062955690000308095,0.007967642000039632,0.007469901999684225,0.0055672990001767175,0.004596496999511146,0.10184836099961103,0.11031337199983682
0.0020252020003681537,0.002466375999574666,0.0014889029998812475,0.0013836240004820866,0.0014210560002538841,0.0014369929995154962,0.0017526669998915168,0.0014030380007170606,0.0017799570005081478,0.001486395000029006,0.0014268579998315545,0.0014140869998300332,0.0014266399994085077,0.002395881999291305,0.008296198000607546,0.007487845000468951,0.0028572110004461138,0.002988852000271436,0.008590609000748373,0.00854620599966438,0.007521438999901875,0.006589459999304381,0.008096313000351074,0.006955873000151769,0.005122062999362242,0.004684920000727288,0.1053572949995214,0.10856583599979786
0.0021242239999992307,0.002012188000662718,0.0014027420002094004,0.0013859179998689797,0.0014011960001880652,0.0013910769994254224,0.0019302799992146902,0.0015314540005419985,0.0017433979992347304,0.0014159090005705366,0.0014530950002153986,0.0014408769993679016,0.0014379349995579105,0.00231723199976841,0.007936850000078266,0.007558700000117824,0.002877177999835112,0.0035926709997511352,0.009111416999985522,0.008514866999576043,0.007598138999128423,0.006786971999645175,0.00808068300011655,0.007388761000584054,0.005311500000061642,0.0040911149999374175,0.10171332099980646,0.10771584999929473
0.0021212169995123986,0.0025121570006376714,0.0014496620005957084,0.0013756940006715013,0.0014216820000001462,0.0014282519996413612,0.001941255000019737,0.0013963080000394257,0.0017762059997039614,0.001454926000405976,0.0014352440002767253,0.0014533869998558657,0.0014315840007839142,0.00209734700001718,0.008270138000625593,0.00743797699942661,0.0038209090007512714,0.0034535659997345647,0.008872723000422411,0.008444570999927237,0.007066595999276615,0.007041054000183067,0.008134168000651698,0.007064786999762873,0.005154808000042976,0.004552205999971193,0.0934472620001543,0.10921341700031917
0.0021628260001307353,0.001522791000752477,0.0019136750006509828,0.001613781000742165,0.001759093999680772,0.002427499999612337,0.0017914379996000207,0.0021643789996232954,0.0016933730003074743,0.0014215929995771148,0.001739264999741863,0.0016537109995624633,0.0016711850003048312,0.0014564650000465917,0.006613945000026433,0.007264582999596314,0.003220622999833722,0.002968734000205586,0.008082004000243614,0.008413610999923549,0.005870900000445545,0.0072326420004174,0.007236640999508381,0.007518039000387944,0.004137654999794904,0.004583163999996032,0.08682363299976714,0.09011180499965121
0.0023861270001361845,0.0015842000002521672,0.0016229470002144808,0.0016288070000882726,0.0014730869997947593,0.002056320000519918,0.0014570789999197586,0.0018496299999242183,0.0014421999994738144,0.0014622910002799472,0.0015137500004129834,0.0018399489999865182,0.0015492470001845504,0.0014995960000305786,0.005798760000288894,0.007447856999533542,0.0025210240000888007,0.003279874000327254,0.009533458000078099,0.008486131999234203,0.005261315000097966,0.006544163000398839,0.006798622000133037,0.007255875999362615,0.0036514780003926717,0.004353966000053333,0.11189741900034278,0.11324282499936089
0.002472598000167636,0.001451230999919062,0.0015573460004816297,0.0018773239999063662,0.0014691380001750076,0.0017575249994479236,0.00138311499995325,0.002103073000398581,0.0013975069996376988,0.0014532180002788664,0.002208936999522848,0.0017028669999490376,0.001568040000165638,0.0015113019999262178,0.005865149000783276,0.007350713999585423,0.0023730160000923206,0.0033809649994509527,0.009007820000078937,0.008268627999314049,0.00513985399993544,0.006665505999990273,0.006266769000831118,0.007319027000448841,0.0036415960003068903,0.004717539999546716,0.11065852999945491,0.11122703300043213
0.002529329999561014,0.0014822690000073635,0.0015659380005672574,0.0020599549998223665,0.0014974499999880209,0.0017019560000335332,0.001450304000172764,0.002022407999902498,0.0013983159997223993,0.001431308000064746,0.0015083890002642875,0.00237682799979666,0.0014521380007863627,0.00147443999958341,0.005942677999883017,0.007683572000132699,0.0025176169992846553,0.0036919969998052693,0.008963404000496666,0.008367016000192962,0.005294732000038493,0.006418750999728218,0.005694702000255347,0.0071966379991863505,0.0036160300005576573,0.004283924000446859,0.09849511799984612,0.10676629800036608
0.0023739809994367533,0.0014242750003177207,0.0015753610005049268,0.0021469899993462604,0.001402122000399686,0.0017091519994210103,0.0014555260004271986,0.002333480000743293,0.001381653999487753,0.0014036590000614524,0.0015094729997144896,0.002009679999900982,0.0017553139996380196,0.0014793760001339251,0.0057733140001801075,0.007415209000100731,0.0026002990007327753,0.003560897000170371,0.009306134000325983,0.008277106999230455,0.005351464999876043,0.0065976639998552855,0.00575525799922616,0.007319409000047017,0.003545168000528065,0.003831854999589268,0.08453974099938932,0.10773216299912747
0.002265393000016047,0.0013918089998696814,0.001592323000295437,0.0024054329996943125,0.0014112009994278196,0.0016912350001803134,0.0014769769995837123,0.0019328300004417542,0.001383939999868744,0.0014292280002337066,0.0015318680007112562,0.0025669269998616073,0.00146849500015378,0.0014680840004075435,0.0068174559992257855,0.007426041999679001,0.0024352769996767165,0.0027743820000978303,0.009248995000234572,0.008051986999817018,0.006032142999174539,0.006601607000447984,0.005795043000034639,0.007273205000274174,0.003583457999411621,0.004382628999337612,0.1104629550000027,0.0836692969996875
0.002122291000887344,0.0014241669996408746,0.0016058259998317226,0.0026339810001445585,0.002165043999411864,0.0017778880001060315,0.0014246630007619387,0.0021331730004021665,0.00211613400006172,0.001408221999554371,0.0016612449999229284,0.0021101800002725213,0.0014410770008908003,0.001452243000130693,0.008150171000124828,0.007270303000041167,0.002524031000575633,0.002203328000177862,0.009161592000054952,0.008350037000127486,0.007658828999410616,0.006464604000029794,0.006893323000440432,0.007173238999712339,0.003483458000118844,0.0038337830001182738,0.11372079800003121,0.11042977199940651
0.002307097000084468,0.0014021979995959555,0.0016000750001694541,0.0019996920000266982,0.0013987849997647572,0.0016929869998421054,0.001438732999304193,0.002094745999784209,0.0014693260000058217,0.0014429960001507425,0.0014894360001562745,0.0029535559997384553,0.0014769800000067335,0.0014457320003202767,0.00861259099929157,0.0073225529995397665,0.0023937189998832764,0.002168633000110276,0.009259706999728223,0.008260036000137916,0.0071212240000022575,0.005961804000435222,0.008081498999672476,0.007251975999679416,0.00333852299991122,0.004256959000485949,0.11152051099998062,0.10961589300040941
0.002414059000329871,0.0014040359992577578,0.0016298639993692632,0.0025877799998852424,0.0015072309997776756,0.0016911960001380066,0.00149464399964927,0.0019577999992179684,0.0014156180004647467,0.001406656999279221,0.0015078160004122765,0.0030654530000902014,0.0015283410002666642,0.0014101659999141702,0.00855479199981346,0.007398689999718044,0.002343446999475418,0.002100548000271374,0.009211006000441557,0.008505447000061395,0.007640042999810248,0.006396875999598706,0.008095436999610683,0.007979226999850653,0.003297500999906333,0.0040576740002506995,0.1109719429996403,0.09804566700040596
0.0032436559995403513,0.0013819449995935429,0.0016137220000018715,0.0022368159998222836,0.0014341590003823512,0.0020864520001850906,0.001610203000382171,0.0020073860005140887,0.0015488740000364487,0.0013823280005453853,0.0015764279996801633,0.0022014729993315996,0.0014813529996899888,0.0014543959996444755,0.008481525000206602,0.007497290000173962,0.0024034099997152225,0.0021930689999862807,0.009258905000024242,0.008399536999604607,0.007201564999377297,0.005960538000181259,0.008062469000833516,0.0076990759998807334,0.0036107120004089666,0.004304039999624365,0.10520995000024413,0.1096394969999892
0.00313231500058464,0.0014095319993430167,0.0016366979998565512,0.0022258310000324855,0.001392262999615923,0.0017462139994677273,0.001474970999879588,0.0020256050001989934,0.00147273899983702,0.0014374170004884945,0.0014723029999004211,0.0022170820002429537,0.001495117000558821,0.0014325130005090614,0.008183434999409656,0.007318381000004592,0.0023375800001304015,0.0020978510001441464,0.00877067200053716,0.00840078400051425,0.00749091500074428,0.006001812999784306,0.008057863999965775,0.007471758999599842,0.003746541000509751,0.0043665510002028896,0.11169032199995854,0.10789517300054285
0.002703207000195107,0.0015904399997452856,0.0017716900001687463,0.0018295809995834134,0.0014422209997064783,0.0017032260002451949,0.001432809000107227,0.0019390620000194758,0.001505001999248634,0.001383367000016733,0.0014597070003219415,0.0021459480003613862,0.0014833670002190047,0.0014745879998372402,0.008142988000145124,0.007406058000015037,0.00246395200065308,0.0021902440003032098,0.009140713999840955,0.008220430000619672,0.007177143000262731,0.005792187999759335,0.008077076999143173,0.007265655999617593,0.0034964360002049943,0.004294329000003927,0.10647289300050033,0.10618159099976765
0.0029610210003738757,0.0013707240004805499,0.0017129970001406036,0.0021023059998697136,0.0014302520003184327,0.0016878950000318582,0.0013883370002076845,0.002076067999951192,0.001499958000749757,0.0014668450003227917,0.0015545750002274872,0.002348402000279748,0.0015305850001823273,0.0015367300002253614,0.00831452599959448,0.007981258000654634,0.002411310999377747,0.0021567479998338968,0.008712457999536127,0.00796021699989069,0.0071275160007644445,0.0061699039997620275,0.008120285000586591,0.007564939999610942,0.0036328779997347738,0.003677969000818848,0.10076217100049689,0.10375398799988034
0.0014800829994783271,0.0014392399998541805,0.0015306929999496788,0.0023403969998980756,0.0014464799996858346,0.0020589229998222436,0.001503889000559866,0.002024601000812254,0.0015684459995100042,0.001430704000085825,0.0015099320007720962,0.0019227480006520636,0.0015172880002864986,0.0014935429999241023,0.00826939000035054,0.007422560000122758,0.0024267439994218876,0.002233504999821889,0.008426486000644218,0.008314206000250124,0.007094524999956775,0.00662038000064058,0.008074055000179214,0.0073266130002593854,0.003645164999397821,0.003963133000070229,0.11028520999934699,0.09948634299962578
0.0014792270003454178,0.0014554629997292068,0.0015636670004823827,0.0025334319998364663,0.001459365999835427,0.0017266469994865474,0.0015004810002210434,0.002166465000300377,0.0018964370001413045,0.0013921070003561908,0.0015241989995047334,0.0019162360003974754,0.0015332490002037957,0.0014819810003245948,0.008336260000760376,0.007487906000278599,0.0023085800003173063,0.0022066820001782617,0.008680969000124605,0.008208937999370391,0.007088569000188727,0.006511442999908468,0.008115892999740026,0.007558575999610184,0.003646774000117148,0.003987568000411557,0.10980689200005145,0.10683545099982439
0.0014801770003032289,0.0014513059995806543,0.001540043000204605,0.002345887000046787,0.0013969100000394974,0.0018723279999903752,0.001630863999707799,0.002075506000437599,0.0022205830000530113,0.0014141829997242894,0.0018679299992072629,0.002018625000346219,0.0016801880001366953,0.001508047999777773,0.008650302000205556,0.007169397000325262,0.002401028999884147,0.002245280000352068,0.00893215100040834,0.008404051000070467,0.007455307999407523,0.006575944999895,0.007927792999907979,0.007304818000193336,0.0042483229999561445,0.004232269999192795,0.09152918000017962,0.09790994600007252
0.0015003400003479328,0.0014734579999640118,0.0015424639996126643,0.0018853159999707714,0.0014185049994921428,0.0016950949993770337,0.00148480100051529,0.0019644410003820667,0.003064242000618833,0.0014328449997265125,0.0020570460001181345,0.001913893000164535,0.0014761060001546866,0.0014594969998142915,0.008313902000736562,0.007846438999877137,0.002441093000015826,0.0022112239994385163,0.009072552999896288,0.008286397000119905,0.007235785000375472,0.0064085390004038345,0.0077837790004195995,0.007331773999794677,0.005141136000020197,0.004188717000033648,0.11250108900003397,0.10529597599997942
0.0014659010003015283,0.0014631479998570285,0.0015555310001218459,0.0027311680005368544,0.0014597800000046846,0.0017024310000124387,0.0014541800001097727,0.0019662940003399854,0.0032694659994376707,0.0014188610002747737,0.0027713290000974666,0.001978608000172244,0.001509550999799103,0.0015412880002259044,0.008253316999798699,0.007687766000344709,0.002376386999458191,0.0022387619992514374,0.008883903000423743,0.008335817999977735,0.0077617180004381225,0.006446069999583415,0.008477709000544564,0.0072082059996319,0.005287597000460664,0.0046136939999996684,0.1069305719993281,0.10825896400001511
