first,avgTail,first,avgTail
7.62400304665789e-06,4.588600780966157e-06,0.00017959300021175295,0.00018371428180513985
1.2088999937986955e-05,6.178773000370255e-06,0.00018202900173491798,0.00018363953619870063
1.0032003046944737e-05,5.874747552860204e-06,0.00018838699907064438,0.00018346334050561906
1.497699850006029e-05,7.1750430579556045e-06,0.0001810040012060199,0.0001830693757357536
7.355996785918251e-06,4.164393343771361e-06,0.00018762899708235636,0.00018380624852823267
1.0851999832084402e-05,6.481814093399363e-06,0.0001961900015885476,0.00018309923091918364
1.0315998224541545e-05,5.273968685582852e-06,0.00018243800150230527,0.00018340568689250344
9.289000445278361e-06,5.472101761076468e-06,0.0001812920017982833,0.00018392599021569176
6.725000275764614e-06,4.099884539819368e-06,0.00019494500156724826,0.00018238597260310802
1.0389998351456597e-05,5.269035223234489e-06,0.0001815329997043591,0.0001835422778894866
1.1916999937966466e-05,7.1100861062737705e-06,0.0002983839985972736,0.00026734173972794783
8.475999493384734e-06,5.042847358018393e-06,0.00019462899945210665,0.00018350382974315955
7.914000889286399e-06,4.6371859096222125e-06,0.000186802997632185,0.0001875412152665362
6.322999979602173e-06,3.926645790216734e-06,0.00018257400006405078,0.00018322373581015908
6.952999683562666e-06,4.200696670213339e-06,0.00020734700228786096,0.00018760721918010726
1.2223001249367371e-05,6.6060489267425215e-06,0.00018211999849881977,0.00018315385714302718
8.718001481611282e-06,5.07573776910539e-06,0.0001825239996833261,0.00018320903130628145
7.195005309768021e-06,4.204722111561717e-06,0.0001817579977796413,0.00018342138160295317
1.001099735731259e-05,5.220892361739793e-06,0.00018134999845642596,0.00018317607045652065
6.382993888109922e-06,3.8709863091986666e-06,0.00019611600146163255,0.00018375571036026512
1.2441996659617871e-05,7.0528767110165686e-06,0.0001805299980333075,0.00018317178669731895
8.331997378263623e-06,4.7395909977384244e-06,0.0001807470034691505,0.00018351479646942984
5.987996701151133e-06,3.760594910729691e-06,0.0002143259989679791,0.00018528550879782843
8.384995453525335e-06,4.749540108007264e-06,0.00019476500165183097,0.00018350656360236075
8.604998583905399e-06,4.7657182068817335e-06,0.00018230600107926875,0.00018414015068803365
9.912997484207153e-06,5.740181998798073e-06,0.00018075400294037536,0.00018291282974155766
9.603005310054868e-06,5.419158504673493e-06,0.00018217999604530632,0.00018402527396782682
9.174000297207385e-06,4.8006947176009706e-06,0.00018304299737792462,0.00018303556556388765
7.415001164190471e-06,4.48189825029158e-06,0.00019428900122875348,0.0001837309373905126
9.841998689807951e-06,5.69313503036352e-06,0.00018889700004365295,0.00018342709785724632
7.735994586255401e-06,4.7317593050446296e-06,0.00019184099801350385,0.00018419885714360696
9.693001629784703e-06,5.5070626235033025e-06,0.0001810469984775409,0.0001835866360142581
