first(relu_act),avgTail(relu_act),first(leaky_relu_act),avgTail(leaky_relu_act),first(tanh_act),avgTail(tanh_act),first(sigmoid_act),avgTail(sigmoid_act),first(scalar_mult),avgTail(scalar_mult),first(small_dense),avgTail(small_dense),first(big_dense),avgTail(big_dense),first(simple_conv2d),avgTail(simple_conv2d),first(strided_conv2d),avgTail(strided_conv2d),first(dilated_conv2d),avgTail(dilated_conv2d),first(small_conv2d),avgTail(small_conv2d),first(big_conv2d),avgTail(big_conv2d),first(few_conv2d),avgTail(few_conv2d),first(many_conv2d),avgTail(many_conv2d)
0.0022658729999420757,0.00013050759312305897,0.0017630550000831136,0.00014186506303663388,0.0016743229998610332,0.0001326110630368951,0.0016331310002897226,0.00013161048997078245,0.004944003999753477,0.0001778087048713023,0.0017178699999931268,0.00020000847277898358,0.0017944829996849876,0.00020999484527276744,0.002390819000083866,0.0006858467106022391,0.0019574129996726697,0.00031336754154757767,0.0023855149997871195,0.000603077392551076,0.0023276260003513016,0.0005724507363902116,0.0023844070001359796,0.0006289923954163714,0.00222904300017035,0.00039302536103206516,0.02028761100018528,0.015841736418338838
0.001703428999917378,0.000140593346704892,0.0015397740003209037,0.00013528813180533445,0.00175884500004031,0.00015268682234969845,0.0015951099999256257,0.00013231274785218888,0.0018642639997779042,0.00022350322922616776,0.0017487350000919832,0.00018558700573070654,0.0017199550002260366,0.0001893812808022766,0.0023980599999049446,0.000692009736389848,0.0019830950000141456,0.00029838157879671245,0.002315982999789412,0.0007177308022911272,0.0022816679997959,0.0005695489083096972,0.002332809000108682,0.0006195759914040005,0.002329035999991902,0.00038689932664686614,0.02079972399997132,0.015273366366762894
0.001676153000062186,0.00013641007449887783,0.0016834869998092472,0.00013399340687596497,0.0016936730003180855,0.00012693211461336194,0.0016444929997305735,0.00012661824068715648,0.0018709109999690554,0.00016641677936987619,0.001600884999788832,0.0001773919799432192,0.0016849949997777003,0.00020369209455553276,0.0027010349999727623,0.0006591606991404996,0.0022961049999139505,0.00029587527793660295,0.0026093090000358643,0.000637976406876487,0.0026128450003852777,0.0005808809799426486,0.0027011029997083824,0.000654106776503855,0.002455625000038708,0.000377252848137658,0.020334290999926452,0.014971121982808918
0.0017109489999711514,0.00013535168767817664,0.0016300070001307176,0.00013123869627522063,0.0015406779998556885,0.00011478820057361886,0.0015993339998203737,0.0001221985701998876,0.0018050849998871854,0.00017035019484221506,0.001702173000012408,0.00017981834097499657,0.001581729000008636,0.00017782597994266488,0.002686649000224861,0.000692830862463808,0.00235416899977281,0.0002723646275079119,0.002647328999955789,0.0006034740458444947,0.002599123999971198,0.0005410686189105994,0.0027471540001897665,0.0006167283381089869,0.0024025830002756265,0.0004075059999997867,0.019562105999739288,0.014905853767908005
0.001648827999815694,0.00012151344126088697,0.0016673360000822868,0.0001304662893984287,0.0014990770000622433,0.0001437330716337843,0.001647196000249096,0.00013538912320847917,0.0017254230001526594,0.00015821434097515027,0.0016952159999163996,0.00018991995702004522,0.001749947999996948,0.000183005277936733,0.002678245999959472,0.0007063746475642231,0.0022913900002095033,0.00026611789684841467,0.002641102999859868,0.0006323709971350927,0.0026112549999197654,0.0005879251747863491,0.0026668669997889083,0.000620891693410403,0.0023895079998510482,0.00039010397134666097,0.01979177399971377,0.015027700853868132
0.0017296440000791335,0.00012542225214960475,0.0016258159998869814,0.00012234364183386995,0.0016482049995829584,0.00013399977077326841,0.0017325440003332915,0.00013405352435457308,0.0016992530004245054,0.00016637221776486213,0.0015488260000893206,0.0001894914555884203,0.0017871889999696577,0.0002115742922640566,0.0026095590001204982,0.0006071040573060026,0.002308184999947116,0.0002783918796552028,0.0025819180000326014,0.0006489002521500248,0.0026226269997096097,0.0005596979627498148,0.0027052430000367167,0.0006887967793697413,0.0025027309998222336,0.00041766521203407786,0.020203590999699372,0.014799022515759645
0.0016752249998717161,0.00012926914613226498,0.0016370280000046478,0.0001175274126067534,0.0016427700002168422,0.0001425809484244174,0.0015857710000091174,0.00011303133810946861,0.0017804579997573455,0.0001719563266478064,0.0017611210000723077,0.00019579542120294442,0.0017519980001452495,0.00019278384813768308,0.0026246790002915077,0.0006913458825216043,0.0023321680000663036,0.00030104839541512317,0.002627231000133179,0.0006732736532947269,0.0025637489998189267,0.0005728033896850794,0.0026927389999400475,0.0006081993209171453,0.0024494939998476184,0.0004790598395421306,0.0201790810001512,0.014851089475644749
0.0017295769998781907,0.00014005799713468829,0.0015842110001358378,0.00013538149570249672,0.001663662000282784,0.0001376123295135598,0.0016512030001649691,0.00012377408596026638,0.0018628550001267286,0.00016535169054395868,0.0017139649999080575,0.00018527285100387538,0.0017365670000799582,0.00018175779942770725,0.0026524720001361857,0.0006387030716332629,0.002417741999579448,0.0002811774871069974,0.002599066000129824,0.0006655189627509965,0.00261827699978312,0.0005657014126076878,0.0026417889998811006,0.0006355798223494353,0.0024939879999692494,0.00037914913753640713,0.020049091999680968,0.014915447988539035
0.0015459869996448106,0.00012769653581655807,0.00162077799996041,0.00014041934097457588,0.0016375179998249223,0.00013515375071737197,0.0016366579998248199,0.00012873022636145746,0.0017568559997016564,0.0001562215444121265,0.0017847700000857003,0.00021115833810927924,0.0016488500000377826,0.00018355868767810113,0.002583319999757805,0.0007018461002856861,0.002343162999750348,0.0002709635530085413,0.0027103470001748065,0.0006468320057307434,0.0025833929998952954,0.0005228137936964646,0.0026609129999997094,0.0006522004842413207,0.0024446689999422233,0.0004048219369630056,0.020451802000025054,0.01495154256446981
0.0017068090000975644,0.00013718150143291564,0.0016906860000744928,0.00012702290830976905,0.0016337170000042534,0.00013912669627458456,0.0015852110000196262,0.0001379201146137921,0.0017863590001070406,0.00018234730372501418,0.001811752000321576,0.00017575684527150706,0.0015626599997631274,0.00019519054154719674,0.002678309999737394,0.0006697221461323133,0.0022392549999494804,0.000273213143266295,0.0026009930002146575,0.0006083883553007886,0.0024805940001897397,0.0005488798080235506,0.0027157889999216422,0.0006122225243554442,0.0024347089997718285,0.0003999551862472752,0.02014319499994599,0.014782260558739832
