relu_act,leaky_relu_act,tanh_act,sigmoid_act,scalar_mult,small_dense,big_dense,simple_conv2d,strided_conv2d,dilated_conv2d,small_conv2d,big_conv2d,few_conv2d,many_conv2d
4.6850000000020485e-05,4.087999999988767e-05,4.435999999969908e-05,2.592999999997403e-05,4.244999999976073e-05,0.001383289999999704,5.0349999999710346e-05,0.0007342300000001245,0.0001562400000000963,0.00020641000000019006,0.0002749800000000135,0.00033034000000000676,0.00022215999999986025,0.00304253999999986
4.9729999999925664e-05,4.5439999999885575e-05,5.5959999999899426e-05,4.440999999992812e-05,2.8329999999954224e-05,3.3060000000162405e-05,4.7360000000296056e-05,0.0002910199999998753,0.00013703000000013786,0.0004291699999999565,0.00033738000000020917,0.0004622099999998852,0.0002429100000000517,0.003055089999999794
