relu_act,leaky_relu_act,tanh_act,sigmoid_act,scalar_mult,small_dense,big_dense,simple_conv2d,strided_conv2d,dilated_conv2d,small_conv2d,big_conv2d,few_conv2d,many_conv2d
7.22502142837454e-05,6.251656857265126e-05,6.327215428297808e-05,7.087228285984436e-05,8.951064000159801e-05,0.00011342910285748075,0.00010080300286062994,0.00032375374856720944,0.00011900746285391506,0.0002889226057128066,0.00029412712857135504,0.00033643529714546665,0.00021080566857043388,0.007487703782857612
5.907331428586206e-05,5.9948465714114716e-05,6.228812571602507e-05,6.017007428454235e-05,8.885478000073428e-05,0.00010028439714785366,0.00011493184571528608,0.00032697477428363136,0.00014359749714328376,0.00029312561714115354,0.0002738659314283203,0.00033074907143080574,0.00021130225714711872,0.007480924979998755
5.946463142858452e-05,7.232705142606782e-05,6.433317714254371e-05,5.88282800007229e-05,0.00010141579428558803,0.00010030782571578,0.00010078062857376478,0.00032111209714327874,0.0001406022228547954,0.00028062079142858107,0.00027209114000080654,0.00033671416285609927,0.00020424274857110244,0.007453885037144313
5.970870285506992e-05,6.074356856905589e-05,6.187322285508604e-05,5.928602285816201e-05,8.784981428366986e-05,0.00011254917714333195,0.00010127821714766988,0.0003266645228619122,0.0001204104285716312,0.0002798692799998597,0.00026926262285477214,0.0003409854228604153,0.0002155381171438161,0.0074432847857159295
6.105592571527397e-05,6.105132856776305e-05,6.310920857296358e-05,6.053197714209091e-05,8.803885714379638e-05,9.91784714278765e-05,0.00011453194000101316,0.00032432378000001857,0.00014189528285766886,0.00027969859714046055,0.0002859146085704976,0.0003419126942857734,0.00020987478285470777,0.0074647525142842956
5.845867714275041e-05,6.146620000176231e-05,6.239815428541208e-05,5.9440914285784987e-05,8.685185428475962e-05,0.00010036070571264385,0.00010403118000145436,0.0003267727999991621,0.00014021047714257812,0.0002652784800011432,0.00028470708571278787,0.00034508892285625085,0.0002146265171437075,0.007483854828569747
5.941589428402949e-05,6.141762571392714e-05,6.266115999876222e-05,5.9759517145201765e-05,8.831219428559832e-05,9.849748571598736e-05,0.00010182551142601629,0.00033126882571585676,0.00014370176857482874,0.00028338112285772305,0.00029755449142872487,0.00033714320285590865,0.0002099977142851068,0.007422873782857746
5.978741428407375e-05,6.140547714104676e-05,6.209658285765077e-05,5.973131142777025e-05,0.00010005613428802462,0.00010196006285696058,0.00010196882571368145,0.0003168650114301792,0.00012080847142767328,0.0002888717514308934,0.00027565560285438553,0.0003438766657148205,0.00020725000000051556,0.007477297431427619
5.97300599994404e-05,6.082855428498338e-05,6.40190942846987e-05,5.993922857409676e-05,8.810055143320434e-05,9.911953142623782e-05,0.00010050158000272599,0.0003326110371407205,0.00014364424571145458,0.0002823952999980455,0.0002937662800000648,0.0003371633628609873,0.00021429639142817386,0.007469569974283721
5.872777428781514e-05,7.296408000131902e-05,6.215852285614736e-05,6.023647428394595e-05,9.893230857414892e-05,0.00010198509714557856,0.00011496138000178949,0.0003276327057132481,0.00012510198571232778,0.00027154785428657694,0.0002862169114242923,0.00033356304285656995,0.0001978605457147101,0.007472713662854014
