first,avgTail,first,avgTail,first,avgTail
0.010287197001161985,0.010211360313106736,0.010045572998933494,0.01025475609588866,0.009118433001276571,0.009188997107634557
0.010298799999873154,0.010111694915850402,0.009893354999803705,0.010221181434439997,0.009105214001465356,0.009428548902155453
0.010321973997633904,0.010364686148731258,0.011630015000264393,0.009736823665359514,0.008985849999589846,0.00930358018786938
0.010262234998663189,0.010179697825831275,0.010003963001508964,0.01071296281017759,0.009709659003419802,0.009325239927598608
0.010252600000967504,0.010469789913888925,0.009903922997182235,0.010271773039140461,0.009041691999300383,0.009479681628181781
0.010144480998860672,0.010442089534246402,0.009917526000208454,0.010156253919766252,0.009077814996999223,0.009290627160468053
0.0103488489985466,0.010180271908028258,0.010004301002481952,0.009753149814095322,0.009090668998396723,0.009516609320942454
0.010237017999315867,0.010368480045009412,0.010083357003168203,0.00974924986496828,0.009055888996954309,0.009384400964777636
0.010215690999757499,0.010333455273973936,0.009898308999254368,0.010276417577298462,0.009052242003235733,0.009948641755383786
0.010275602999172406,0.010129127636011186,0.010002737999457167,0.010480150434445638,0.009084266999707324,0.00965923340508164
0.010161243997572456,0.010217482136987519,0.010034753999207169,0.010339872170250623,0.009020508998219157,0.009190222639919985
0.01314570600152365,0.01010943310959473,0.010080189000291284,0.009817502796480778,0.008994874999189051,0.00957297824070498
0.010220762000244576,0.010477718035226307,0.009947572001692606,0.010016855636005925,0.009120402002736228,0.009512606005873732
0.010262949999741977,0.010126802495107444,0.010024939001596067,0.010313729178081547,0.009107126999879256,0.00956522849119851
0.010300609999831067,0.010161126653619162,0.009920413998770528,0.009827863962817885,0.009041836998221697,0.009292046037180963
0.010349510997912148,0.010111517322895804,0.010019122000812786,0.009962619185909481,0.008988053999928525,0.009124637363990735
0.010223173998383572,0.010088770050879426,0.009917756000504596,0.01003283044423309,0.009139334000792587,0.00984065094324824
0.01028423599927919,0.010108738720150532,0.009969048995117191,0.010074130324852437,0.009026414001709782,0.00925621472407256
0.0102285069951904,0.0102587927377693,0.009920625998347532,0.010218069009784036,0.009013746996060945,0.010037377643825646
0.010983295003825333,0.010111151461846832,0.01005137299944181,0.010460300489231751,0.009064764002687298,0.009850455138938494
0.010302390001015738,0.010116864616439633,0.009782702996744774,0.009912773771036085,0.009109487997193355,0.00928179534441366
0.010337371997593436,0.010231346919770519,0.01005716499639675,0.009827785540119026,0.009077162998437416,0.009652056882583715
0.011161374000948854,0.01020652473384595,0.0101308289958979,0.009831833045004386,0.009011702000861987,0.009153869426615035
0.010285525000654161,0.010102214659490726,0.009976164001272991,0.00973846245987761,0.009046706007211469,0.009308818555771353
0.010321301997464616,0.010124397853225012,0.009872923998045735,0.01006387974363795,0.00901004199840827,0.009531479459880726
0.010296906999428757,0.010168119393344449,0.009994376996473875,0.010098129283758578,0.009061817996553145,0.009628378802350242
0.010340631997678429,0.010189848841474858,0.010033915998064913,0.009737756436390766,0.009060064003278967,0.00937817702740235
0.010192358997301199,0.010116807007827817,0.009937293005350512,0.010325353125250035,0.009150591999059543,0.009617883765177757
0.010320752997358795,0.010125620452060757,0.009992391998821404,0.010291380931505612,0.009008433000417426,0.009752610477486396
0.010356521001085639,0.01011424350489383,0.010047725001641084,0.00975106713894735,0.009029032000398729,0.00938909399020907
0.010275884000293445,0.010096434455966042,0.009991462997277267,0.010162390669270254,0.008981291997770313,0.009377868129156322
0.010332142002880573,0.010131716387479206,0.009989539998059627,0.00978821700000534,0.009132024002610706,0.009550691853224304
